,股票代码,股票名称,所属地域,行业,业绩预告发布日期,业绩预告统计日期,业绩预告类型,业绩预告摘要,预告归属于母公司的净利润增长上限(%),预告归属于母公司的净利润增长下限(%)
1123,sz.000893,亚钾国际,广东,农药化肥,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:约3,470万元至4,490万元。",1021.674876,766.862321
1124,sz.000893,亚钾国际,广东,农药化肥,2020/4/15,2020/3/31,预增,预计2020年1-3月归属于上市公司股东的净利润盈利:约360万元至460万元。,214.309148,145.981072
1125,sz.000897,津滨发展,天津,区域地产,2020/1/23,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:13,500万元至20,000万元。",254.464012,204.263208
1126,sz.000897,津滨发展,天津,区域地产,2020/4/15,2020/3/31,扭亏,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,800万元至6,800万元。",512.013594,390.833125
1127,sz.000897,津滨发展,天津,区域地产,2020/7/14,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:14,000万元至20,000万元。",1054.686859,768.280802
1128,sz.000897,津滨发展,天津,区域地产,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:17,000万元至21,000万元。",726.924178,607.510049
1129,sz.000898,鞍钢股份,辽宁,普钢,2020/1/18,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:约160,000万元,同比上年下降:约79.88%。",-79.88,-79.88
1130,sz.000898,鞍钢股份,辽宁,普钢,2020/7/15,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:约50,000万元,同比上年下降:64.91%。",-64.91,-64.91
1131,sz.000898,鞍钢股份,辽宁,普钢,2020/10/15,2020/9/30,略减,"预计2020年1-9月归属于上市公司股东的净利润盈利:约132,500万元,同比上年下降:约23.05%。",-23.05,-23.05
1132,sz.000899,赣能股份,江西,火力发电,2020/1/21,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:20,500万元至26,500万元,同比上年增长:8.75%至40.58%。",40.58,8.75
1133,sz.000899,赣能股份,江西,火力发电,2020/4/15,2020/3/31,略减,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,297万元至6,445万元,同比上年下降:24.08%至49.38%。",-24.08,-49.38
1134,sz.000899,赣能股份,江西,火力发电,2020/7/15,2020/6/30,略减,"预计2020年1-6月归属于上市公司股东的净利润盈利:15,144万元至18,144万元,同比上年下降:3.05%至19.08%。",-3.05,-19.08
1135,sz.000899,赣能股份,江西,火力发电,2020/10/14,2020/9/30,续盈,"预计2020年1-9月归属于上市公司股东的净利润盈利:26,863万元至29,663万元,同比上年变动:-4.6%至5.35%。",5.35,-4.6
1136,sz.000899,赣能股份,江西,火力发电,2021/1/21,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:27,000万元至35,000万元,同比上年增长:11%至43.89%。",43.89,11
1137,sz.000900,现代投资,湖南,路桥,2020/7/15,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:10,000万元至13,000万元,同比上年下降:78.39%至83.38%。",-78.39,-83.38
1138,sz.000900,现代投资,湖南,路桥,2020/8/29,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:30,000万元至40,000万元,同比上年下降:51.34%至63.5%。",-51.34,-63.5
1139,sz.000901,航天科技,黑龙江,汽车配件,2020/1/17,2019/12/31,续盈,"预计2019年1-12月归属于上市公司股东的净利润盈利:14,345万元至17,365万元,同比上年变动:-8.65%至10.58%。",10.58,-8.65
1140,sz.000901,航天科技,黑龙江,汽车配件,2020/4/15,2020/3/31,增亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:5,200万元至6,700万元,同比上年下降:513%至690%。",-513,-690
1141,sz.000901,航天科技,黑龙江,汽车配件,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:8,254万元至12,380万元,同比上年下降:288.01%至382.02%。",-288.01,-382.02
1142,sz.000901,航天科技,黑龙江,汽车配件,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:8,113万元至10,165万元,同比上年下降:235%至269%。",-235,-269
1143,sz.000901,航天科技,黑龙江,汽车配件,2021/1/30,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:48,500万元至69,500万元。",-401.909246,-532.632837
1144,sz.000902,新洋丰,湖北,农药化肥,2020/9/22,2020/9/30,略增,"预计2020年1-9月归属于上市公司股东的净利润盈利:72,342万元至80,342万元,同比上年增长:12.63%至25.08%。",25.08,12.63
1145,sz.000902,新洋丰,湖北,农药化肥,2021/1/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:91,147.55万元至104,168.62万元,同比上年增长:40%至60%。",60,40
1146,sz.000903,云内动力,云南,机械基件,2020/3/11,2019/12/31,略减,"预计2019年1-12月归属于上市公司股东的净利润盈利:17,417.52万元_19,739.86万元,比上年同期下降:15%_25%。",-15,-25
1147,sz.000905,厦门港务,福建,港口,2021/1/29,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:12,844.38万元至14,985.11万元,同比上年增长:50%至75%。",75,50
1148,sz.000908,景峰医药,湖南,化学制药,2020/1/17,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:65,000万元至85,000万元,同比上年下降:447.94%至555.00%。",-447.94,-555
1149,sz.000908,景峰医药,湖南,化学制药,2020/7/11,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:13,660万元至20,490万元,同比上年增长:116.71%至225.06%。",225.06,116.71
1150,sz.000908,景峰医药,湖南,化学制药,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:6,400万元至8,320万元,同比上年增长:144.77%至158.2%。",158.2,144.77
1151,sz.000908,景峰医药,湖南,化学制药,2021/1/30,2020/12/31,续亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:70,000万元至100,000万元,同比上年变动:-13.28%至20.71%。",20.71,-13.28
1152,sz.000909,数源科技,浙江,综合类,2021/1/30,2020/12/31,略减,"预计2020年1-12月归属于上市公司股东的净利润盈利:4,160万元至5,400万元,同比上年下降:7.72%至28.91%。",-7.72,-28.91
1153,sz.000910,大亚圣象,江苏,家居用品,2020/4/15,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:5,500万元至6,000万元。",-187.196037,-195.122949
1154,sz.000911,南宁糖业,广西,食品,2020/1/18,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:2,900万元至4,300万元。",103.154709,102.127594
1155,sz.000911,南宁糖业,广西,食品,2020/4/15,2020/3/31,扭亏,"预计2020年1-3月归属于上市公司股东的净利润盈利:900万元至1,300万元,同比上年增长:103.37%至104.87%。",104.87,103.37
1156,sz.000911,南宁糖业,广西,食品,2020/7/14,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,800万元至4,300万元,同比上年增长:107.63%至108.63%。",108.63,107.63
1157,sz.000911,南宁糖业,广西,食品,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:4,100万元至4,300万元。",107.982026,107.610769
1158,sz.000911,南宁糖业,广西,食品,2021/1/28,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:4,000万元至5,200万元,同比上年增长:25.43%至63.05%。",63.05,25.43
1159,sz.000912,泸天化,四川,农药化肥,2020/1/23,2019/12/31,略减,"预计2019年1-12月归属于上市公司股东的净利润盈利:24,000万元至32,000万元,同比上年下降:8.99%至31.74%。",-8.99,-31.74
1160,sz.000912,泸天化,四川,农药化肥,2021/1/28,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:35,000万元至40,000万元,同比上年增长:23.56%至41.21%。",41.21,23.56
1161,sz.000912,泸天化,四川,农药化肥,2021/1/29,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:35,000万元至40,000万元,同比上年增长:23.56%至41.21%。",41.21,23.56
1162,sz.000913,钱江摩托,浙江,摩托车,2020/1/21,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:20,000万元至25,000万元,同比上年增长:215.67%至294.58%。",294.58,215.67
1163,sz.000915,山大华特,山东,化学制药,2020/1/16,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:19,500万元至20,750万元,同比上年增长:50%至60%。",60,50
1164,sz.000915,山大华特,山东,化学制药,2020/4/10,2020/3/31,预增,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,784万元至5,023万元,同比上年增长:100%至110%。",110,100
1165,sz.000915,山大华特,山东,化学制药,2020/7/3,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:13,323万元至13,767万元,同比上年增长:50%至55%。",55,50
1166,sz.000917,电广传媒,湖南,影视音像,2020/4/15,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:12,000万元至16,000万元。",-1496.476528,-1961.968704
1167,sz.000917,电广传媒,湖南,影视音像,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:18,000万元至27,000万元。",-1710.919129,-2516.378694
1168,sz.000917,电广传媒,湖南,影视音像,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:80,000万元至110,000万元。",-1271.585744,-1710.930398
1169,sz.000917,电广传媒,湖南,影视音像,2021/1/30,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:130,000万元至190,000万元。",-1270.002933,-1810.004287
1170,sz.000918,嘉凯城,浙江,全国地产,2020/1/23,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:约12,000万元。",107.672404,107.672404
1171,sz.000918,嘉凯城,浙江,全国地产,2020/4/15,2020/3/31,增亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:31,000万元。",-203.251049,-203.251049
1172,sz.000918,嘉凯城,浙江,全国地产,2020/7/15,2020/6/30,增亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:61,000万元。",-61.553932,-61.553932
1173,sz.000918,嘉凯城,浙江,全国地产,2020/10/15,2020/9/30,增亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:约100,000万元。",-127.28133,-127.28133
1174,sz.000918,嘉凯城,浙江,全国地产,2021/1/30,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:125,000万元。",-1192.945685,-1192.945685
1175,sz.000919,金陵药业,江苏,化学制药,2020/1/23,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:12,000万元至17,000万元,同比上年下降:29.69%至50.37%。",-29.69,-50.37
1176,sz.000919,金陵药业,江苏,化学制药,2020/4/14,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:2,103万元至4,206万元,同比上年下降:110%至120%。",-110,-120
1177,sz.000919,金陵药业,江苏,化学制药,2020/7/14,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,590万元至2,953万元,同比上年下降:87%至93%。",-87,-93
1178,sz.000919,金陵药业,江苏,化学制药,2020/10/14,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:7,091万元至9,928万元,同比上年下降:58%至70%。",-58,-70
1179,sz.000919,金陵药业,江苏,化学制药,2021/1/27,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:5,100万元至6,900万元,同比上年下降:52.52%至64.9%。",-52.52,-64.9
1180,sz.000920,南方汇通,贵州,环境保护,2020/4/8,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:210万元至290万元,同比上年下降:108.08%至111.16%。",-108.08,-111.16
1181,sz.000921,海信家电,广东,家用电器,2020/4/15,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:0万元至12,649.35万元,同比上年下降:70%至100%。",-70,-100
1182,sz.000922,佳电股份,黑龙江,电气设备,2020/2/3,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:约32,500万元至36,500万元。",30.970332,16.617419
1183,sz.000922,佳电股份,黑龙江,电气设备,2020/4/15,2020/3/31,略减,"预计2020年1-3月归属于上市公司股东的净利润盈利:约6,000万元至7,000万元,同比上年下降:28%至38%。",-28,-38
1184,sz.000922,佳电股份,黑龙江,电气设备,2020/10/12,2020/9/30,略增,"预计2020年1-9月归属于上市公司股东的净利润盈利:37,500万元至39,800万元,同比上年增长:37%至45%。",45,37
1185,sz.000923,河钢资源,河北,普钢,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:41,000万元至45,000万元,同比上年增长:205.63%至235.45%。",235.45,205.63
1186,sz.000923,河钢资源,河北,普钢,2020/10/15,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:60,000万元至70,000万元,同比上年增长:47.32%至71.87%。",71.87,47.32
1187,sz.000923,河钢资源,河北,普钢,2021/1/28,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:95,000万元至115,000万元,同比上年增长:79.71%至117.55%。",117.55,79.71
1188,sz.000925,众合科技,浙江,专用机械,2020/1/31,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:14,100万元至19,035万元,同比上年增长:422%至605%。",605,422
1189,sz.000925,众合科技,浙江,专用机械,2020/4/15,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:12,600万元至16,000万元,同比上年下降:1330%至1662%。",-1330,-1662
1190,sz.000925,众合科技,浙江,专用机械,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:6,000万元至8,000万元,同比上年下降:343%至423%。",-343,-423
1191,sz.000925,众合科技,浙江,专用机械,2020/10/15,2020/9/30,预减,预计2020年1-9月归属于上市公司股东的净利润盈利:100万元至150万元。,-98.211652,-98.807768
1192,sz.000925,众合科技,浙江,专用机械,2021/1/30,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:4,100万元至5,330万元,同比上年下降:60%至69%。",-60,-69
1193,sz.000927,中国铁物,天津,仓储物流,2020/1/22,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:125,000万元至139,000万元,同比上年下降:3450.31%至3825.54%。",-3450.31,-3825.54
1194,sz.000927,中国铁物,天津,仓储物流,2020/3/31,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:125,000万元-150,000万元,同比上年下降:3,450.31%-4,120.37%。",-3450.31,-4120.37
1195,sz.000927,中国铁物,天津,仓储物流,2020/4/15,2020/3/31,减亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:11,000万元至14,000万元,同比上年增长:29.65%至44.73%。",44.73,29.65
1196,sz.000927,中国铁物,天津,仓储物流,2020/7/15,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:37,500万元至41,500万元,同比上年增长:168.03%至175.28%。",175.28,168.03
1197,sz.000927,中国铁物,天津,仓储物流,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:31,000万元至35,000万元。",149.962618,144.252605
1198,sz.000927,中国铁物,天津,仓储物流,2021/1/28,2020/12/31,略减,"预计2020年1-12月归属于上市公司股东的净利润盈利:88,000万元至106,000万元。",171.5964,159.438521
1199,sz.000928,中钢国际,吉林,建筑工程,2020/4/15,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:700万元至1,000万元,同比上年下降:93.8%至95.66%。",-93.8,-95.66
1200,sz.000928,中钢国际,吉林,建筑工程,2020/10/15,2020/9/30,略减,"预计2020年1-9月归属于上市公司股东的净利润盈利:29,000万元至31,000万元,同比上年下降:0.36%至6.79%。",-0.36,-6.79
1201,sz.000929,兰州黄河,甘肃,啤酒,2020/1/15,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,500万元至1,900万元。",128.127156,122.205649
1202,sz.000929,兰州黄河,甘肃,啤酒,2020/7/14,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:950万元至1,050万元。",-141.84372,-146.248322
1203,sz.000929,兰州黄河,甘肃,啤酒,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:1,900万元至2,100万元。",-214.115992,-226.128202
1204,sz.000929,兰州黄河,甘肃,啤酒,2021/1/23,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:2,900万元至3,200万元。",-285.513395,-304.704436
1205,sz.000930,中粮科技,安徽,农业综合,2020/4/14,2020/3/31,预增,"预计2020年1-3月归属于上市公司股东的净利润盈利:9,000万元至11,000万元,同比上年增长:55%至90%。",90,55
1206,sz.000930,中粮科技,安徽,农业综合,2020/7/14,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:32,000万元至40,000万元,同比上年增长:72%至115%。",115,72
1207,sz.000931,中关村,北京,生物制药,2020/1/20,2019/12/31,续盈,"预计2019年1-12月归属于上市公司股东的净利润盈利:9,000万元至10,000万元,同比上年变动:-3.37%至7.37%。",7.37,-3.37
1208,sz.000931,中关村,北京,生物制药,2020/4/15,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:约1,500万元至2,000万元,同比上年下降:207.62%至243.49%。",-207.62,-243.49
1209,sz.000931,中关村,北京,生物制药,2020/7/14,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:约1,000万元至1,500万元,同比上年下降:76.42%至84.28%。",-76.42,-84.28
1210,sz.000931,中关村,北京,生物制药,2020/10/15,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:2,000万元至2,500万元,同比上年下降:75.44%至80.35%。",-75.44,-80.35
1211,sz.000931,中关村,北京,生物制药,2020/10/27,2020/12/31,预减,"预计2020年1-12月净利润盈利:3,000万元至4,000万元,同比上年下降:57.99%至68.49%。",-57.99,-68.49
1212,sz.000931,中关村,北京,生物制药,2021/1/30,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:2,500万元至3,500万元,同比上年下降:63.24%至73.74%。",-63.24,-73.74
1213,sz.000932,华菱钢铁,湖南,普钢,2020/1/17,2019/12/31,略减,"预计2019年1-12月归属于上市公司股东的净利润盈利:420,000万元至460,000万元,同比上年下降:32.15%至38.05%。",-32.15,-38.05
1214,sz.000932,华菱钢铁,湖南,普钢,2020/4/15,2020/3/31,略减,"预计2020年1-3月归属于上市公司股东的净利润盈利:102,000万元至114,000万元,同比上年下降:31.66%至38.86%。",-31.66,-38.86
1215,sz.000932,华菱钢铁,湖南,普钢,2020/7/14,2020/6/30,略减,"预计2020年1-6月归属于上市公司股东的净利润盈利:293,000万元至313,000万元,同比上年下降:10.79%至16.49%。",-10.79,-16.49
1216,sz.000932,华菱钢铁,湖南,普钢,2020/10/15,2020/9/30,略减,"预计2020年1-9月归属于上市公司股东的净利润盈利:474,000万元至494,000万元,同比上年下降:0.08%至4.12%。",-0.08,-4.12
1217,sz.000932,华菱钢铁,湖南,普钢,2021/1/28,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:630,000万元至650,000万元,同比上年增长:1.31%至4.53%。",4.53,1.31
1218,sz.000933,神火股份,河南,铝,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:100,000万元至130,000万元,同比上年增长:318.65%至444.25%。",444.25,318.65
1219,sz.000933,神火股份,河南,铝,2020/10/13,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:48,904万元。",-80.619506,-80.619506
1220,sz.000933,神火股份,河南,铝,2021/1/30,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:30,000万元。",-77.703209,-77.703209
1221,sz.000936,华西股份,江苏,化纤,2020/1/17,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:51,356万元至57,776万元,同比上年增长:60%至80%。",80,60
1222,sz.000936,华西股份,江苏,化纤,2020/4/11,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:14,500万元至16,500万元,同比上年下降:141.15%至146.83%。",-141.15,-146.83
1223,sz.000936,华西股份,江苏,化纤,2020/7/14,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:10,000万元至13,000万元,同比上年下降:129.84%至138.79%。",-129.84,-138.79
1224,sz.000936,华西股份,江苏,化纤,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:33,000万元至35,000万元,同比上年下降:169.3%至173.5%。",-169.3,-173.5
1225,sz.000936,华西股份,江苏,化纤,2021/1/26,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:39,000万元至43,500万元,同比上年下降:169.41%至177.42%。",-169.41,-177.42
1226,sz.000938,紫光股份,北京,软件服务,2020/6/17,2020/6/30,略增,"预计2020年1-6月归属于上市公司股东的净利润盈利:84,560万元至91,500万元,同比上年增长:0%至8%。",8,0
1227,sz.000948,南天信息,云南,软件服务,2020/4/15,2020/3/31,续亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:4,000万元至5,200万元。",19.462229,-4.699102
1228,sz.000948,南天信息,云南,软件服务,2020/7/11,2020/6/30,减亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:1,500万元至2,200万元。",60.537687,42.121941
1229,sz.000948,南天信息,云南,软件服务,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:180万元至260万元。同比上年增长2,133.3万元至2,213.3万元。",113.310798,109.215168
1230,sz.000948,南天信息,云南,软件服务,2021/1/25,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:7,700万元至10,100万元,同比上年增长:30.12%至70.67%。",70.67,30.12
1231,sz.000949,新乡化纤,河南,化纤,2020/4/13,2020/3/31,预增,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,200万元至5,000万元,同比上年增长:125.15%至168.04%。",168.04,125.15
1232,sz.000949,新乡化纤,河南,化纤,2020/7/15,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,600万元至3,100万元,同比上年下降:54.12%至61.52%。",-54.12,-61.52
1233,sz.000949,新乡化纤,河南,化纤,2020/10/15,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:2,300万元至2,700万元,同比上年下降:73%至77%。",-73,-77
1234,sz.000950,重药控股,重庆,医药商业,2020/1/15,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:75,000万元至80,000万元,同比上年增长:8.59%至15.83%。",15.83,8.59
1235,sz.000950,重药控股,重庆,医药商业,2020/4/15,2020/3/31,略减,"预计2020年1-3月归属于上市公司股东的净利润盈利:8,000万元至8,500万元,同比上年下降:41.88%至45.3%。",-41.88,-45.3
1236,sz.000950,重药控股,重庆,医药商业,2020/7/18,2020/6/30,略减,"预计2020年1-6月归属于上市公司股东的净利润盈利:28,000万元至31,000万元,同比上年下降:33.09%至39.56%。",-33.09,-39.56
1237,sz.000950,重药控股,重庆,医药商业,2020/10/15,2020/9/30,略减,"预计2020年1-9月归属于上市公司股东的净利润盈利:60,000万元至62,000万元,同比上年下降:3.9%至7%。",-3.9,-7
1238,sz.000950,重药控股,重庆,医药商业,2021/1/15,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:82,000万元至88,000万元,同比上年增长:4.06%至11.67%。",11.67,4.06
1239,sz.000951,中国重汽,山东,汽车整车,2020/10/15,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:115,000万元至139,500万元,同比上年增长:40%至70%。",70,40
1240,sz.000951,中国重汽,山东,汽车整车,2021/1/26,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:183,500万元至208,000万元,同比上年增长:50%至70%。",70,50
1241,sz.000952,广济药业,湖北,化学制药,2020/1/18,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:7,500万元至9,500万元,同比上年下降:44.68%至56.33%。",-44.68,-56.33
1242,sz.000952,广济药业,湖北,化学制药,2020/7/10,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,550万元至2,000万元,同比上年下降:68.15%至75.32%。",-68.15,-75.32
1243,sz.000952,广济药业,湖北,化学制药,2020/10/15,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:4,200万元至5,400万元,同比上年下降:48.18%至59.69%。",-48.18,-59.69
1244,sz.000953,*ST河化,广西,农药化肥,2020/1/21,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:5,600万元至6,600万元。",79.546643,75.894258
1245,sz.000953,*ST河化,广西,农药化肥,2020/4/15,2020/3/31,扭亏,预计2020年1-3月归属于上市公司股东的净利润盈利:约750万元至950万元。,158.005244,145.793614
1246,sz.000953,*ST河化,广西,农药化肥,2020/7/15,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,300万元至4,900万元。",250.839145,232.369045
1247,sz.000953,*ST河化,广西,农药化肥,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:4,400万元至4,700万元。",193.249829,187.297712
1248,sz.000953,*ST河化,广西,农药化肥,2021/1/23,2020/12/31,扭亏,"预计2020年1-12月归属于上市公司股东的净利润盈利:2,200万元至3,200万元。",152.530876,136.114977
1249,sz.000955,欣龙控股,海南,纺织,2020/1/20,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:500万元,同比上年增长:104.6%。",104.6,104.6
1250,sz.000955,欣龙控股,海南,纺织,2020/4/15,2020/3/31,预增,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,000万元至6,000万元,同比上年增长:1027.94%至1591.9%。",1591.9,1027.94
1251,sz.000955,欣龙控股,海南,纺织,2020/7/11,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:14,000万元至19,000万元,同比上年增长:2232.85%至2994.58%。",2994.58,2232.85
1252,sz.000955,欣龙控股,海南,纺织,2020/10/14,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:20,400万元至22,500万元,同比上年增长:1918.85%至2106.06%。",2106.06,1918.85
1253,sz.000955,欣龙控股,海南,纺织,2021/1/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:17,500万元至22,000万元,同比上年增长:3526.19%至4458.64%。",4458.64,3526.19
1254,sz.000957,中通客车,山东,汽车整车,2020/10/14,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:900万元至1,300万元,同比上年下降:76.52%至83.75%。",-76.52,-83.75
1255,sz.000957,中通客车,山东,汽车整车,2021/1/27,2020/12/31,略减,"预计2020年1-12月归属于上市公司股东的净利润盈利:2,000万元至2,600万元,同比上年下降:21.38%至39.53%。",-21.38,-39.53
1256,sz.000958,东方能源,河北,火力发电,2020/1/18,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:约24,960万元,同比上年增长:79.57%。",79.57,79.57
1257,sz.000959,首钢股份,北京,普钢,2020/7/15,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:47,000万元至52,000万元,同比上年下降:48.1%至53.09%。",-48.1,-53.09
1258,sz.000959,首钢股份,北京,普钢,2021/1/30,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:175,000万元至185,000万元。",47.876036,39.882737
1259,sz.000960,锡业股份,云南,小金属,2020/4/15,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,500万元至5,500万元。",-71.669895,-76.820823
