,ts_code,name,area,industry,list_date,close,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2489,600165.SH,新日恒力,宁夏,化工原料,19980529,6.0,3.1536,1.23,,,4.6136,15.4626,26.8165,,,68488.3775,68488.3775,48488.3775,410930.265,410930.265
2490,600166.SH,福田汽车,北京,汽车整车,19980602,2.82,1.1455,0.53,96.8058,85.9396,1.1971,0.3948,0.3415,,,657519.2047,657519.2047,447327.6713,1854204.1573,1854204.1573
2491,600167.SH,联美控股,辽宁,供气供热,19990128,10.07,1.9264,0.94,14.4774,12.5695,2.7957,6.7845,6.0259,2.0854,2.0854,228811.9475,228811.9475,73643.8514,2304136.3113,2304136.3113
2492,600168.SH,武汉控股,湖北,水务,19980427,6.45,0.7043,0.79,18.3256,16.2088,0.8497,2.9923,2.9185,1.6434,1.6434,70956.9692,70956.9692,24753.4184,457672.4513,457672.4513
2493,600169.SH,太原重工,山西,工程机械,19980904,2.28,4.3018,0.71,,,1.7893,1.0798,0.97,,,333314.15,256395.5,170288.7275,759956.262,584581.74
2494,600170.SH,上海建工,上海,建筑工程,19980623,2.93,0.3098,0.88,6.6383,7.5574,0.9537,0.127,0.1194,4.7683,4.7683,890439.7728,890439.7728,537896.8028,2608988.5343,2608988.5343
2495,600171.SH,上海贝岭,上海,半导体,19980924,14.88,2.083,0.52,43.5164,51.2476,3.6342,11.9246,9.2421,0.7392,0.7392,70412.1614,69960.9514,52140.9514,1047732.9616,1041018.9568
2496,600172.SH,黄河旋风,河南,矿物制品,19981126,2.86,0.8429,0.6,105.5924,,1.0102,1.4156,1.6164,,,144218.4476,122422.2286,98803.9238,412464.7601,350127.5738
2497,600173.SH,卧龙地产,浙江,全国地产,19990415,4.62,0.934,1.35,6.3444,8.3368,1.1307,1.6861,2.0088,3.2474,3.2474,70098.9244,70041.6244,28698.1817,323857.0307,323592.3047
2498,600176.SH,中国巨石,浙江,玻璃,19990422,23.9,1.7572,0.68,39.3191,45.0087,5.1003,7.977,7.8741,0.8075,0.8075,350230.6849,350230.6849,201152.4115,8370513.3691,8370513.3691
2499,600177.SH,雅戈尔,浙江,服饰,19981119,7.13,0.3666,0.57,8.3085,5.0936,1.1883,2.6571,2.3221,2.805,2.805,462900.2973,462900.2973,268276.9329,3300479.1197,3300479.1197
2500,600178.SH,东安动力,黑龙江,汽车配件,19981014,6.68,4.2286,1.22,291.7912,39.6768,1.5752,1.5917,1.0561,,,46208.0,46208.0,22448.7,308669.44,308669.44
2501,600179.SH,*ST安通,黑龙江,仓储物流,19981104,4.37,0.4159,1.67,,,,3.7768,4.4967,,,436428.6051,356494.5567,332160.7687,1907193.0043,1557881.2128
2502,600180.SH,瑞茂通,山东,仓储物流,19980703,5.01,0.5158,0.75,12.3199,25.1547,0.837,0.1265,0.1249,2.4351,2.4351,101647.7464,101647.7464,37355.3567,509255.2095,509255.2095
2503,600182.SH,S佳通,黑龙江,汽车配件,19990507,13.86,0.7847,1.09,54.2492,78.5592,4.7342,1.5349,1.7163,0.57,0.57,34000.0,17000.0,17000.0,471240.0,235620.0
2504,600183.SH,生益科技,广东,元器件,19981028,25.91,3.3966,0.88,40.9694,34.7251,6.2472,4.4826,4.1045,1.5339,1.5339,229082.009,229082.009,110521.9457,5935514.8532,5935514.8532
2505,600184.SH,光电股份,湖北,专用机械,20031106,12.04,11.957,0.98,98.8808,106.8135,2.5623,2.627,2.4357,0.3073,0.3073,50876.0826,50876.0826,20723.926,612548.0345,612548.0345
2506,600185.SH,格力地产,广东,区域地产,19990611,6.16,4.7593,0.61,24.1247,20.4215,1.5063,3.0282,2.5336,,,206109.143,206109.143,121375.165,1269632.3209,1269632.3209
2507,600186.SH,莲花健康,河南,食品,19980825,2.58,0.9315,0.81,51.4253,126.8368,9.8007,2.0911,2.2244,,,137992.3955,137992.3955,93690.1839,356020.3804,356020.3804
2508,600187.SH,国中水务,黑龙江,水务,19981111,2.34,0.5326,0.38,196.0459,130.8169,1.126,7.1959,8.2796,,,165393.5128,165393.5128,122831.1728,387020.82,387020.82
2509,600188.SH,兖州煤业,山东,煤炭开采,19980701,9.3,2.9104,0.54,5.2144,6.1288,0.8028,0.2253,0.2214,6.2366,6.2366,486000.0,295987.95,69271.0077,4519800.0,2752687.935
2510,600189.SH,泉阳泉,吉林,软饮料,19981007,14.06,9.3023,0.56,,,6.7959,6.2774,7.6832,,,71519.7812,56280.1649,29024.3081,1005568.1237,791299.1185
2511,600190.SH,锦州港,辽宁,港口,19990609,2.85,0.51,0.42,34.0407,32.8924,0.8838,0.8114,0.884,0.7018,0.7018,200229.15,177948.453,42907.9758,570653.0775,507153.0911
2512,600191.SH,华资实业,内蒙,食品,19981210,5.19,6.074,0.8,105.469,,1.3733,22.6595,20.4661,0.289,0.289,48493.2,48493.2,22147.6387,251679.708,251679.708
2513,600192.SH,长城电工,甘肃,电气设备,19981224,4.47,0.5634,0.57,168.2969,166.334,1.0156,1.0298,0.9537,0.1342,0.1342,44174.8,44174.8,27047.5247,197461.356,197461.356
2514,600193.SH,ST创兴,上海,装修装饰,19990527,4.75,0.2138,0.79,105.4064,96.0618,7.9763,3.6318,2.5368,,,42537.3,42537.3,27485.3755,202052.175,202052.175
2515,600195.SH,中牧股份,北京,饲料,19990107,13.67,9.0032,1.94,54.3344,29.5533,3.0484,3.3716,2.897,0.5764,0.5764,101561.0601,101561.0601,51151.6438,1388339.6916,1388339.6916
2516,600196.SH,复星医药,上海,化学制药,19980807,50.13,2.8711,0.85,38.6794,34.381,3.8834,4.4946,4.3611,0.778,0.778,256289.8545,201095.8045,107286.2755,12847810.4061,10080932.6796
2517,600197.SH,伊力特,新疆,白酒,19990916,23.3,6.5508,1.08,24.3884,31.4141,3.3748,4.7345,5.5908,1.7462,1.7462,46769.3436,46769.3436,28496.4569,1089725.7059,1089725.7059
2518,600198.SH,大唐电信,北京,通信设备,19981021,8.66,1.9123,1.0,,,,5.3396,6.1279,,,88210.8472,88045.4735,58108.3712,763905.9368,762473.8005
2519,600199.SH,金种子酒,安徽,白酒,19980812,15.06,9.9347,0.68,,,3.6413,10.8373,11.2026,,,65779.6824,60646.9391,39536.1892,990642.0169,913342.9028
2520,600200.SH,江苏吴中,江苏,化学制药,19990401,4.71,1.104,0.91,51.9937,,1.4512,1.5903,1.6187,,,71238.8832,71238.8832,58959.307,335535.1399,335535.1399
2521,600201.SH,生物股份,内蒙,农业综合,19990115,22.75,4.0543,1.27,115.9147,95.4867,5.2654,22.7391,18.4772,0.2619,0.2619,112624.0241,111996.1241,97911.9015,2562196.5483,2547911.8233
2522,600202.SH,哈空调,黑龙江,电气设备,19990603,3.58,0.4477,0.71,27.1351,32.6804,1.9994,1.5173,1.6074,1.1173,1.1173,38334.0672,38334.0672,25289.1287,137235.9606,137235.9606
2523,600203.SH,福日电子,福建,元器件,19990514,9.29,1.5755,1.15,96.1873,,2.0767,0.3727,0.3502,,,45644.712,45644.712,31853.591,424039.3745,424039.3745
2524,600206.SH,有研新材,北京,半导体,19990319,13.11,3.2202,0.66,104.7644,61.5788,3.4474,1.0619,0.9275,0.122,0.122,84662.0932,84147.7732,56137.9364,1109920.0419,1103177.3067
2525,600207.SH,安彩高科,河南,供气供热,19990714,5.33,2.4982,0.78,231.284,84.8135,2.7788,2.2811,2.0351,,,86295.5974,86295.5974,30810.7747,459955.5341,459955.5341
2526,600208.SH,新湖中宝,浙江,全国地产,19990623,3.06,1.1168,0.94,12.2197,10.8271,0.708,1.7767,2.235,0.3205,0.3205,859934.3536,859817.1921,368896.8065,2631399.122,2631040.6078
2527,600209.SH,ST罗顿,海南,综合类,19990325,3.79,0.6167,0.84,,,3.3749,13.1346,19.8277,,,43901.1169,43901.1169,33175.0731,166385.2331,166385.2331
2528,600210.SH,紫江企业,上海,广告包装,19990824,4.47,0.9915,0.43,13.7188,12.8288,1.3522,0.7361,0.7426,4.4743,4.4743,151673.6158,151673.6158,111552.7982,677981.0626,677981.0626
2529,600211.SH,西藏药业,西藏,中成药,19990721,56.96,7.6415,1.74,45.218,35.5089,5.5661,11.2439,10.7451,1.3293,1.3293,24793.7843,24793.7843,11124.7283,1412253.9537,1412253.9537
2530,600212.SH,*ST江泉,山东,综合类,19990817,3.28,0.5059,0.78,,,6.9813,6.4263,5.9044,,,51169.7213,51169.7213,44241.6728,167836.6859,167836.6859
2531,600213.SH,亚星客车,江苏,汽车整车,19990831,6.52,4.921,0.66,102.8522,,16.4675,0.5297,0.6915,,,22000.0,22000.0,10780.0,143440.0,143440.0
2532,600215.SH,*ST经开,吉林,园区开发,19990909,5.03,0.421,0.78,30.3789,24.6176,0.9419,12.531,17.1527,0.994,0.994,46503.288,46503.288,31937.7569,233911.5386,233911.5386
2533,600216.SH,浙江医药,浙江,化学制药,19991021,14.16,2.4772,0.64,39.8696,22.6575,1.8182,1.9401,1.9103,7.0122,7.0122,96512.8,96512.3725,60580.3791,1366621.248,1366615.1946
2534,600217.SH,中再资环,陕西,环境保护,19991216,5.06,1.1981,0.9,17.486,17.3012,3.3137,2.1478,2.2474,,,138865.9782,138865.9782,69370.5945,702661.8497,702661.8497
2535,600218.SH,全柴动力,安徽,农用机械,19981203,8.39,2.7139,1.07,31.9681,20.8333,1.4526,0.765,0.7029,0.9535,0.9535,36875.5,36875.5,24221.25,309385.445,309385.445
2536,600219.SH,南山铝业,山东,铝,19991223,3.36,4.7145,1.01,24.7447,22.6382,1.0048,1.8668,1.9318,1.4881,1.4881,1195048.152,1195048.152,630354.1865,4015361.7907,4015361.7907
2537,600220.SH,江苏阳光,江苏,纺织,19990927,2.25,0.5042,0.55,57.2592,,1.9473,1.7082,2.0333,1.1111,1.1111,178334.0326,178334.0326,118427.9181,401251.5734,401251.5734
2538,600221.SH,海航控股,海南,空运,19991125,1.47,1.4127,1.23,45.4817,,0.791,0.3413,0.6909,,,1680612.033,1643600.2728,1078316.206,2470499.6885,2416092.401
2539,600222.SH,太龙药业,河南,中成药,19991105,4.96,1.4407,1.66,62.2699,67.2972,2.0035,2.1699,2.05,,,57388.6283,57388.6283,40690.8619,284647.5964,284647.5964
2540,600223.SH,鲁商发展,山东,区域地产,20000113,11.16,9.9987,0.97,32.6905,19.6797,3.7257,1.0946,1.0917,0.9777,0.9777,100915.2199,100915.2199,44798.2999,1126213.8541,1126213.8541
2541,600225.SH,*ST松江,天津,区域地产,20000127,1.38,2.8108,1.97,,,,1.0908,1.1885,,,93549.2615,93292.3667,48107.7478,129097.9809,128743.466
2542,600226.SH,*ST瀚叶,浙江,互联网,19991116,1.79,0.4866,0.46,,,1.4989,6.9555,9.1791,,,312901.2583,244990.8106,181119.7756,560093.2524,438533.551
2543,600227.SH,圣济堂,贵州,化学制药,20000221,2.53,0.507,0.55,,756.4395,1.3361,2.114,2.3741,,,169313.4201,127817.9547,97336.1635,428362.9529,323379.4254
2544,600228.SH,ST昌九,江西,化工原料,19990119,8.76,2.4636,1.09,,,41.2939,4.8786,5.9962,,,24132.0,24132.0,17958.6606,211396.32,211396.32
2545,600229.SH,城市传媒,山东,出版业,20000309,5.83,1.0539,2.06,10.9287,11.961,1.4264,1.7685,1.8463,3.4305,3.4305,70209.601,70209.601,29286.9729,409321.9738,409321.9738
2546,600230.SH,沧州大化,河北,农药化肥,20000406,8.25,1.6023,1.04,74.1206,,1.0094,1.6138,2.1589,0.2182,0.2182,41186.3502,41186.3502,22139.6078,339787.3892,339787.3892
2547,600231.SH,凌钢股份,辽宁,普钢,20000511,2.23,1.5789,0.63,14.4484,14.4854,0.768,0.2926,0.3144,2.1973,2.1973,277111.4723,277111.4723,73321.8765,617958.5832,617958.5832
2548,600232.SH,金鹰股份,浙江,纺织,20000602,5.12,0.6304,0.71,72.6882,42.5259,1.7331,1.5056,1.7229,3.8237,3.8237,36471.8544,36471.8544,18754.5093,186735.8945,186735.8945
2549,600233.SH,圆通速递,辽宁,仓储物流,20000608,11.87,2.4643,2.09,22.4903,22.3628,2.2551,1.204,1.1381,1.2655,1.2655,315983.0675,315764.4396,120805.4784,3750719.0112,3748123.8981
2550,600234.SH,ST山水,山西,综合类,20000615,8.94,0.0685,0.59,107.1561,48.489,17.5955,7.9414,2.9453,,,20244.588,20244.588,12575.9375,180986.6167,180986.6167
2551,600235.SH,民丰特纸,浙江,造纸,20000615,5.6,18.5487,1.62,153.7254,38.2919,1.4668,1.4064,1.4989,0.0893,0.0893,35130.0,35130.0,22880.0,196728.0,196728.0
2552,600236.SH,桂冠电力,广西,水力发电,20000323,4.55,0.2636,1.56,16.9659,19.7576,2.4427,3.9658,4.2417,4.1758,4.1758,788237.7802,788237.7802,143559.6389,3586481.8999,3586481.8999
2553,600237.SH,铜峰电子,安徽,元器件,20000609,5.09,15.4831,0.67,,,2.6075,3.4945,3.4352,,,56436.9565,56436.9565,45266.3586,287264.1086,287264.1086
2554,600238.SH,ST椰岛,海南,红黄酒,20000120,8.98,3.8021,2.53,,,8.1149,6.4354,7.4637,,,44820.0,44500.158,24065.3085,402483.6,399611.4188
2555,600239.SH,云南城投,云南,区域地产,19991202,2.31,3.0104,0.35,,,3.1954,0.5936,0.7271,,,160568.6909,160568.6909,93292.2647,370913.676,370913.676
2556,600241.SH,*ST时万,辽宁,商贸代理,20001128,3.2,0.3817,0.66,,,0.9586,2.1444,1.8675,,,29430.2115,29430.2115,13424.5566,94176.6768,94176.6768
2557,600242.SH,*ST中昌,广东,软件服务,20001207,2.01,1.5005,0.56,,,1.763,0.4042,1.4356,,,45666.5122,45129.4545,23905.0066,91789.6895,90710.2035
2558,600243.SH,*ST海华,青海,机床制造,20001120,3.05,0.6618,0.39,,,1.1878,1.8949,2.0041,,,43885.0,43885.0,23524.55,133849.25,133849.25
2559,600246.SH,万通发展,北京,区域地产,20000922,6.48,1.1126,0.79,22.008,32.4104,1.8567,12.0696,9.351,0.9026,0.9026,205400.9302,205400.9302,71448.4941,1330998.0277,1330998.0277
2560,600247.SH,*ST成城,吉林,商贸代理,20001123,0.94,1.9029,1.03,,,,22.712,24.1895,,,33644.16,33644.16,31064.16,31625.5104,31625.5104
2561,600248.SH,陕西建工,陕西,建筑工程,20000622,4.0,1.3203,0.45,42.5847,114.0604,1.0959,1.5607,1.7131,0.1458,0.1458,314798.1912,65668.4064,30349.9275,1259192.7648,262673.6256
2562,600249.SH,两面针,广西,日用化工,20040130,4.4,1.0102,0.72,,2902.8497,1.1352,2.0393,3.0488,,,55000.0,55000.0,33368.0181,242000.0,242000.0
2563,600250.SH,南纺股份,江苏,商贸代理,20010306,4.63,1.5313,0.81,13.2414,10.8994,1.3571,1.5886,1.7932,,,31059.3879,27003.7533,14537.4566,143804.966,125027.3778
2564,600251.SH,冠农股份,新疆,农业综合,20030609,6.1,2.1161,0.91,28.213,19.2104,1.9884,1.47,1.678,,,78484.2008,77746.2008,43132.714,478753.6249,474251.8249
2565,600252.SH,中恒集团,广西,中成药,20001130,2.75,0.4146,0.96,12.8284,16.0344,1.4359,2.5056,2.3963,2.1505,2.1505,347510.7147,347510.7147,251231.0345,955654.4654,955654.4654
2566,600255.SH,*ST鑫科,安徽,铜,20001122,1.87,0.7616,0.72,,,2.7723,0.9335,1.0486,,,176959.3555,176959.3555,156407.59,330913.9948,330913.9948
2567,600256.SH,广汇能源,新疆,石油开采,20000526,2.52,0.4715,0.52,10.6587,15.3094,1.0608,1.2121,1.203,,,675403.278,675403.278,431997.3747,1702016.2606,1702016.2606
2568,600257.SH,大湖股份,湖南,渔业,20000612,5.53,11.4073,0.74,,,2.2852,2.3921,2.7711,,,48123.7188,48123.7188,37660.5977,266124.165,266124.165
2569,600258.SH,首旅酒店,北京,酒店餐饮,20000601,21.21,4.1717,1.11,23.6724,,2.512,2.5207,3.7034,0.3302,0.3302,98771.5462,97889.1302,48832.6293,2094944.4949,2076228.4515
2570,600259.SH,广晟有色,海南,小金属,20000525,37.07,13.5387,0.8,253.6618,2872.2137,6.5597,2.4811,1.4075,,,30180.2291,30180.2291,16480.9277,1118781.0927,1118781.0927
2571,600260.SH,凯乐科技,湖北,通信设备,20000706,9.5,1.3617,0.83,10.8435,18.4799,1.4017,0.5973,0.9072,,,99718.122,97257.3474,81675.0849,947322.159,923944.8003
2572,600261.SH,阳光照明,浙江,家用电器,20000720,3.56,0.8625,0.81,10.673,12.7411,1.337,0.9724,1.0407,4.6455,4.6455,145210.293,145210.293,83921.9098,516948.6431,516948.6431
2573,600262.SH,北方股份,内蒙,汽车整车,20000630,15.76,0.9048,0.64,42.7562,43.8249,2.2254,1.89,2.1958,0.7614,0.7614,17000.0,17000.0,7237.8501,267920.0,267920.0
2574,600265.SH,ST景谷,云南,林业,20000825,17.8,0.4045,1.14,673.972,,94.4244,11.3677,16.7855,,,12980.0,12980.0,4633.1947,231044.0,231044.0
2575,600266.SH,城建发展,北京,区域地产,19990203,4.79,0.371,0.56,5.1772,9.5196,0.5006,0.6578,0.9336,4.1754,4.1754,225653.76,225653.76,131187.4339,1080881.5104,1080881.5104
2576,600267.SH,海正药业,浙江,化学制药,20000725,17.4,1.8652,0.99,180.5068,,2.5263,1.5174,1.5393,0.2874,0.2874,96553.1842,96553.1842,55894.9045,1680025.4051,1680025.4051
2577,600268.SH,国电南自,江苏,电气设备,19991118,6.5,2.844,1.04,80.3168,70.7566,1.9837,0.9135,0.9473,0.7692,0.7692,69526.5184,69526.5184,31596.9712,451922.3696,451922.3696
2578,600269.SH,赣粤高速,江西,路桥,20000518,3.28,0.3993,1.09,6.8831,37.3405,0.4939,1.52,1.5293,4.5732,4.5732,233540.7014,233540.7014,110171.6019,766013.5006,766013.5006
2579,600271.SH,航天信息,北京,IT设备,20030711,12.13,0.6566,0.7,15.772,49.2575,1.9572,0.6629,0.877,1.906,1.906,185284.9972,185284.9972,98157.3578,2247507.016,2247507.016
2580,600272.SH,开开实业,上海,医药商业,20010228,7.32,2.9381,0.98,80.9399,133.9781,3.4599,2.0436,2.1748,0.3825,0.3825,24300.0,16000.0,8871.0217,177876.0,117120.0
2581,600273.SH,嘉化能源,浙江,化工原料,20030627,8.26,1.3895,1.01,9.6452,10.4193,1.6193,2.2042,2.2651,4.2931,4.2931,143273.0543,143273.0543,96518.1875,1183435.4285,1183435.4285
2582,600275.SH,ST昌鱼,湖北,农业综合,20000810,2.39,0.5873,1.09,,,10.9181,31.2361,38.5223,,,50883.7238,50883.7238,43589.3057,121612.0999,121612.0999
2583,600276.SH,恒瑞医药,江苏,化学制药,20001018,107.0,1.0491,0.93,107.0741,97.4915,19.393,24.4967,22.1494,0.1783,0.1783,533171.7041,531435.487,323857.4461,57049372.3387,56863597.109
2584,600277.SH,亿利洁能,内蒙,化工原料,20000725,2.72,2.4619,2.05,8.278,20.5028,0.4838,0.6024,0.6637,3.6765,3.6765,273894.0149,273894.0149,139258.8682,744991.7205,744991.7205
2585,600278.SH,东方创业,上海,商贸代理,20000712,8.99,0.7869,0.88,69.3143,42.6658,1.1206,0.4413,0.2392,0.4348,0.4348,86845.9428,52224.1739,19134.4957,780745.0258,469495.3234
2586,600279.SH,重庆港九,重庆,港口,20000731,3.55,0.6782,1.09,26.4626,41.2145,0.7748,0.882,0.9346,1.4085,1.4085,118686.6283,86992.419,41013.9003,421337.5305,308823.0875
2587,600280.SH,*ST中商,江苏,百货,20000926,2.7,2.0097,1.24,,,3.7445,0.3826,0.7112,,,114833.4872,114833.4872,50514.7456,310050.4154,310050.4154
2588,600281.SH,太化股份,山西,综合类,20001109,3.48,2.5633,0.56,37.0879,21.3124,3.6655,3.3008,3.2241,,,51440.2025,51440.2025,28699.9819,179011.9047,179011.9047
2589,600282.SH,南钢股份,江苏,普钢,20000919,3.07,0.972,0.81,7.2399,8.4324,0.826,0.3933,0.3781,7.0164,7.0164,614620.6011,444804.2238,253152.2789,1886885.2454,1365548.9671
2590,600283.SH,钱江水利,浙江,水务,20001018,9.92,2.2975,2.03,81.1221,30.536,1.7987,2.9805,2.8311,,,35299.5758,35299.5758,12202.7125,350171.7919,350171.7919
2591,600284.SH,浦东建设,上海,建筑工程,20040316,5.75,0.4371,0.99,13.6639,13.5277,0.8939,0.897,0.6274,2.4348,2.4348,97025.6,97025.6,61126.3687,557897.2,557897.2
2592,600285.SH,羚锐制药,河南,中成药,20001018,8.03,0.9183,0.62,15.4855,15.0883,2.008,2.1138,2.0581,3.736,3.736,56780.8992,56780.8992,42267.3579,455950.6206,455950.6206
2593,600287.SH,江苏舜天,江苏,商贸代理,20000901,5.19,0.7206,0.68,8.4902,8.9406,0.9296,0.4905,0.5255,1.7341,1.7341,43679.6074,43679.6074,21851.7719,226697.1624,226697.1624
2594,600288.SH,大恒科技,北京,软件服务,20001129,9.55,0.5528,0.65,57.0745,74.0127,2.5283,1.2619,1.6171,0.0838,0.0838,43680.0,43680.0,30684.0,417144.0,417144.0
2595,600289.SH,*ST信通,黑龙江,软件服务,20000720,3.78,0.7775,1.66,1.5872,1.5597,4.1126,3.25,4.2699,,,63105.2069,56592.2684,42280.862,238537.6821,213918.7746
2596,600290.SH,*ST华仪,浙江,电气设备,20001106,2.5,1.3065,0.5,,,1.8079,1.749,2.2253,,,75990.3511,75990.3511,52561.9749,189975.8778,189975.8778
2597,600291.SH,西水股份,内蒙,保险,20000731,4.11,1.3164,0.43,,,3.0952,0.264,0.1625,,,109306.4378,109306.4378,55996.1379,449249.4594,449249.4594
2598,600292.SH,远达环保,重庆,环境保护,20001101,5.88,6.397,0.86,41.3373,70.8005,0.8978,1.1287,1.2836,0.8503,0.8503,78081.689,78081.689,37230.0764,459120.3313,459120.3313
2599,600293.SH,三峡新材,湖北,互联网,20000919,2.5,5.7173,1.69,267.9675,,0.8695,0.9116,1.2343,,,116014.5046,116014.5046,62198.7231,290036.2615,290036.2615
2600,600295.SH,鄂尔多斯,内蒙,小金属,20010426,13.25,26.7294,1.78,14.1104,14.3246,1.4476,0.8302,0.8629,3.0189,3.0189,142794.7069,65254.054,23254.054,1892029.8664,864616.2155
2601,600297.SH,广汇汽车,辽宁,汽车服务,20001116,2.58,0.7764,0.67,8.0458,12.559,0.5301,0.1228,0.1337,,,811030.175,811030.175,400614.0038,2092457.8515,2092457.8515
2602,600298.SH,安琪酵母,湖北,食品,20000818,55.04,3.8566,0.96,50.3133,36.3323,8.2036,5.9269,5.3242,0.7267,0.7267,82408.0943,82408.0943,47273.0018,4535741.5103,4535741.5103
2603,600299.SH,安迪苏,北京,化学制药,20000420,12.89,1.276,0.67,34.8351,27.0379,2.5233,3.1045,2.9537,1.2102,1.2102,268190.1273,268190.1273,96877.6851,3456970.7409,3456970.7409
2604,600300.SH,维维股份,江苏,软饮料,20000630,3.76,5.0097,1.15,86.2068,21.2112,2.2245,1.2476,1.227,,,167200.0,167200.0,101707.7016,628672.0,628672.0
2605,600301.SH,ST南化,广西,商贸代理,20000712,7.1,1.0157,0.86,256.7084,282.8769,5.0558,2.4974,2.3678,,,23514.814,23514.814,15990.0082,166955.1794,166955.1794
2606,600302.SH,标准股份,陕西,纺织机械,20001213,3.91,0.8804,0.83,,,1.262,2.4977,1.8428,,,34600.9804,34600.9804,19801.8356,135289.8334,135289.8334
2607,600303.SH,曙光股份,辽宁,汽车整车,20001226,3.75,1.9956,0.37,54.3239,24.0182,0.8804,1.0354,1.4619,0.56,0.56,67560.4211,67560.4211,49339.6343,253351.5791,253351.5791
2608,600305.SH,恒顺醋业,江苏,食品,20010206,25.45,2.9931,0.87,78.6468,83.8059,11.0009,13.9315,13.102,0.6354,0.6354,100295.6032,100295.6032,55534.2139,2552523.1014,2552523.1014
2609,600306.SH,*ST商城,辽宁,百货,20001226,5.11,0.3233,1.0,,,,0.9141,2.2828,,,17813.8918,17747.2546,11118.3187,91028.9871,90688.471
2610,600307.SH,酒钢宏兴,甘肃,普钢,20001220,1.55,0.7513,0.56,7.8461,28.332,0.797,0.2077,0.2594,,,626335.7424,626335.7424,283175.6474,970820.4007,970820.4007
2611,600308.SH,华泰股份,山东,造纸,20000928,5.17,2.6424,0.94,8.8743,8.7263,0.7088,0.4459,0.4884,3.3849,3.3849,116756.1419,116756.1419,75140.6117,603629.2536,603629.2536
2612,600309.SH,万华化学,山东,化工原料,20010105,117.0,0.9754,0.74,36.2637,48.464,8.3591,5.3982,5.3438,1.1111,1.1111,313974.6626,142375.642,142375.642,36735035.5242,16657950.114
2613,600310.SH,桂东电力,广西,水力发电,20010228,3.71,0.9806,0.69,25.3323,42.9117,1.351,0.1453,0.1281,1.2917,1.2917,103642.5602,82777.5,41362.701,384513.8983,307104.525
2614,600311.SH,*ST荣华,甘肃,黄金,20010626,1.54,1.82,1.37,,,1.6249,4.7643,2.4976,,,66560.0,66560.0,55407.3266,102502.4,102502.4
2615,600312.SH,平高电气,河南,电气设备,20010221,6.79,0.6229,0.62,40.3215,40.7232,1.0134,0.8256,0.8428,0.7511,0.7511,135692.1309,135692.1309,80742.3736,921349.5688,921349.5688
2616,600313.SH,农发种业,北京,种植业,20010119,5.62,14.7365,1.25,334.4696,254.9297,4.2386,1.1842,1.7287,,,108219.8663,101939.7107,60587.1927,608195.6486,572901.1741
2617,600315.SH,上海家化,上海,日用化工,20010315,36.28,1.2917,0.83,44.1521,74.8124,3.8015,3.2377,3.4049,0.6823,0.6823,67796.9461,67124.8461,32632.146,2459673.2045,2435289.4165
2618,600316.SH,洪都航空,江西,航空,20001215,47.48,8.4123,0.96,410.8767,194.1789,6.8444,7.7038,5.9365,0.0316,0.0316,71711.4512,71711.4512,37180.2292,3404859.703,3404859.703
2619,600318.SH,新力金融,安徽,多元金融,20001208,7.75,2.3336,0.73,123.2494,175.1292,3.109,7.6879,8.031,0.2476,0.2476,51336.4429,50420.9477,35201.177,397857.4325,390762.3447
2620,600319.SH,ST亚星,山东,化工原料,20010326,5.33,0.0403,1.35,57.5732,,37.7124,1.0163,5.7725,,,31559.4,31559.4,20700.7309,168211.602,168211.602
2621,600320.SH,振华重工,上海,工程机械,20001221,3.35,1.2975,0.56,34.2745,38.0508,1.2694,0.7176,0.7501,1.4925,1.4925,526835.3501,332199.7661,180323.2242,1764898.4228,1112869.2164
2622,600321.SH,正源股份,四川,其他建材,20010524,1.97,0.8139,0.51,135.1925,,1.1676,2.1083,3.5781,0.5076,0.5076,151055.0,151055.0,77834.6369,297578.35,297578.35
2623,600322.SH,天房发展,天津,区域地产,20010910,2.1,0.6503,0.36,16.4014,,0.4954,0.2428,0.2806,,,110570.0,110570.0,77454.031,232197.0,232197.0
2624,600323.SH,瀚蓝环境,广东,水务,20001225,21.88,1.7791,1.25,18.3819,17.7548,2.3392,2.7233,2.3834,1.0049,1.0049,76669.9884,76669.9884,41855.7172,1677539.3462,1677539.3462
2625,600325.SH,华发股份,广东,区域地产,20040225,5.94,0.7828,0.62,4.5162,4.476,0.9114,0.3794,0.2961,6.734,6.734,211721.9616,211081.1616,150755.5253,1257628.4519,1253822.0999
2626,600326.SH,西藏天路,西藏,水泥,20010116,6.62,1.0165,0.68,14.0245,19.2883,1.6329,1.0817,0.9875,1.1386,1.1386,91852.9192,91852.9192,72232.86,608066.3251,608066.3251
2627,600327.SH,大东方,江苏,汽车服务,20020625,3.72,0.6195,0.84,14.7568,26.0837,1.0422,0.3516,0.4103,18.2796,18.2796,88477.9518,88477.9518,48539.7346,329137.9807,329137.9807
2628,600328.SH,中盐化工,内蒙,化工原料,20001222,6.76,2.9089,1.19,7.2361,7.4296,1.0415,0.6444,0.4833,3.6982,3.6982,95766.4592,55961.162,41471.9292,647381.2642,378297.4551
2629,600329.SH,中新药业,天津,中成药,20010606,17.33,1.9598,1.31,21.4321,20.3973,2.3793,1.917,1.9794,1.7292,1.7292,77364.3076,56586.8076,24001.2548,1340723.4507,980649.3757
