,股票代码,股票名称,报告日期,基金家数,基金数量与上期相比,基金持股数（万股）,持股数与上期相比,基金持股市值,占流通盘比率,本季度当月平均涨幅,本季度第2个月平均涨幅,本季度第1个月平均涨幅,下季度第1个月平均涨幅,下季度第2个月平均涨幅
622,600033,福建高速,2020/12/31,1,0,169.2,6.8,445,0.06,-4.76,4.85,-1.86,-4.62,4.73
623,600031,三一重工,2020/12/31,789,131,143600.89,30415.15,5020870.75,16.93,13.51,22.46,4.79,19.64,10.21
624,600030,中信证券,2020/12/31,416,-287,96240.01,-21330.56,2829456.19,9.81,-2.73,9.19,-4.53,-3.1,-9.75
625,600029,南方航空,2020/12/31,14,-9,1811.07,-424.08,10794,0.22,-5.17,17.19,-4.96,-0.94,6.25
626,600028,中国石化,2020/12/31,53,-15,25060.66,-70.87,100994.46,0.26,-3.8,8.27,1.56,-1.82,15.27
627,600027,华电国际,2020/12/31,6,-13,1251.17,-8265.84,4253.96,0.15,-5.39,7.7,-5.62,-7.18,-0.19
628,600025,华能水电,2020/12/31,17,7,6202.25,4511.98,27662.03,0.34,-3.07,11.64,-1.38,0.85,-0.45
629,600023,浙能电力,2020/12/31,17,-3,1888.88,-602.27,6856.64,0.14,-3.57,4.17,-1.02,-4.45,0.05
630,600022,山东钢铁,2020/12/31,3,-3,692.53,-1914.48,990.32,0.06,-1.81,8.82,0.08,-9.32,18.11
631,600019,宝钢股份,2020/12/31,42,-17,9841.66,-8019.1,58557.87,0.44,-3.7,17.25,7.05,11.59,21.47
632,600018,上港集团,2020/12/31,2,0,15573.85,-3603.04,71172.51,0.67,-1.11,12.32,0.11,-2.71,9.39
633,600016,民生银行,2020/12/31,56,-13,31462.38,-20941.3,163604.36,0.89,-1.81,2.55,-0.34,-1.12,1.22
634,600015,华夏银行,2020/12/31,7,-5,50.46,-467.03,315.36,0,-4.26,9.86,-1.07,1.88,2.6
635,600011,华能国际,2020/12/31,16,-7,6098.12,118.03,27319.6,0.55,-13.32,4.94,-9.87,-10.06,-2.61
636,600010,包钢股份,2020/12/31,8,-1,6177.14,-5281.04,7227.25,0.2,-3.23,6.18,-0.81,-3.18,40.48
637,600009,上海机场,2020/12/31,91,-11,5867.59,-824.34,443942.23,5.37,-3.34,19.41,-3.87,-4.98,-23.71
638,600008,首创股份,2020/12/31,5,-8,5403.09,4707.64,15290.74,0.74,-7.43,4.77,0.43,0.13,4.32
639,600004,白云机场,2020/12/31,21,7,1791.98,169.35,25320.64,0.87,-5.79,19.56,-8.01,-11.22,-0.85
640,600000,浦发银行,2020/12/31,67,-1,26962.15,-11443.12,260993.62,0.92,-3.75,10.8,-1.33,7.8,6.37
641,300999,金龙鱼,2020/12/31,205,-81,1307.56,-564.69,133223.37,3.67,46.22,45.32,99.81,15.6,-25.82
642,300896,爱美客,2020/12/31,222,112,273.2,158.1,178618.43,10.51,26.86,12.44,40.59,28.51,15.82
643,300891,惠云钛业,2020/12/31,11,-1,1.26,-5.26,20.62,0.01,-25.39,23.45,4.22,0.66,2.09
644,300888,稳健医疗,2020/12/31,37,-6,117.67,-254.46,19375.29,2.68,11.15,1.2,30.94,20.15,-13.28
645,300883,龙利得,2020/12/31,7,-1,6.24,-0.89,87.64,0.08,-22.37,-9.37,19.64,4.83,-4.54
646,300880,迦南智能,2020/12/31,17,4,6.34,1.49,220.33,0.19,-15.19,-6.97,32.65,4.28,-18.98
647,300878,维康药业,2020/12/31,2,0,0.07,-0.02,3.58,0,-17.76,-2.68,7.44,-1.28,1.18
648,300877,金春股份,2020/12/31,6,-2,0.34,-0.08,17.17,0.01,-8.61,-6.1,9.84,-9.55,-3.09
649,300872,天阳科技,2020/12/31,8,0,0.64,0.04,24.35,0.01,-14.97,-2.88,12.81,-5.37,-5.22
650,300870,欧陆通,2020/12/31,17,-15,0.82,-0.64,54.03,0.03,-20.62,15.83,-5.48,-9.28,2.26
651,300869,康泰医学,2020/12/31,51,11,4.4,0.95,488.56,0.11,-11.7,6.25,33.33,-14.65,-10.59
652,300868,杰美特,2020/12/31,4,-7,0.85,-3.31,37.69,0.03,-5.9,-6.24,11.93,-14.9,-2.33
653,300867,圣元环保,2020/12/31,23,-4,2.55,-0.22,81.4,0.04,-13.1,2.77,8.95,-5.99,0.39
654,300866,安克创新,2020/12/31,55,-15,251.29,-493.91,41085.27,6.58,-7.25,17.52,11.69,9.72,-13.6
655,300865,大宏立,2020/12/31,9,2,2.74,0.66,101.86,0.11,-16.58,-7.15,7.27,2.86,-8.06
656,300863,卡倍亿,2020/12/31,18,2,6.16,0.68,635.61,0.45,-23.26,-3.31,42.59,3.06,-11.2
657,300862,蓝盾光电,2020/12/31,17,0,8.21,-0.53,316.55,0.25,-13.84,-11.95,6.6,4.23,-2.51
658,300861,美畅股份,2020/12/31,18,7,1.13,-0.96,57.89,0.03,12.12,-5.05,9.2,8.83,7.06
659,300860,锋尚文化,2020/12/31,17,-2,16.31,4.11,2128.97,0.9,-15.29,4.11,13.85,-5,12.96
660,300841,康华生物,2020/12/31,4,-1,8.28,3.79,3876.09,0.55,0.46,5.05,-6.01,1.35,1.87
661,300837,浙矿股份,2020/12/31,2,0,0.04,-0.11,1.9,0,-16.88,3.94,-12.01,-9.55,29.5
662,300832,新产业,2020/12/31,6,-15,63.64,-127.34,8403.65,1.54,-7.02,-15.04,3.48,-2.9,-4.28
663,300827,上能电气,2020/12/31,4,3,6.78,-23.18,545.59,0.37,36.23,1.2,-0.64,-17.85,-25.16
664,300825,阿尔特,2020/12/31,4,2,1160.16,255,32020.51,15.18,-5.83,8.78,11.36,-13.37,-10.86
665,300823,建科机械,2020/12/31,2,-2,41.48,-38.62,1197.11,1.77,-16.79,-0.74,12.36,-7.03,4.65
666,300815,玉禾田,2020/12/31,12,0,294.63,-190.61,27371.34,5.06,-0.25,-4.33,-7.96,-13.52,12.76
667,300806,斯迪克,2020/12/31,6,-7,272.4,-147.83,14164.68,4.15,9.08,-6.06,-17.2,5.34,2.03
668,300802,矩子科技,2020/12/31,1,-2,0.74,-5.43,23.07,0.01,-11.82,-3.66,-4.45,7.19,40.69
669,300792,壹网壹创,2020/12/31,18,1,730.21,-258.18,80622.06,10.05,-1.24,-38.7,20.65,13.88,2.08
670,300791,仙乐健康,2020/12/31,4,-5,234.68,-0.34,21581.52,6.98,7.17,-18.32,20.78,17.58,-13.44
671,300788,中信出版,2020/12/31,6,1,415.53,-208.27,17622.61,8.25,-8.04,1.79,6.1,-11.28,10.75
672,300785,值得买,2020/12/31,7,2,271.73,84.87,24014.02,11.87,-11.14,-4.65,-1.8,-1.08,-2.8
673,300782,卓胜微,2020/12/31,103,72,2211.81,968.43,1258193.02,19.25,2.44,28.21,14.47,11.84,-0.87
674,300777,中简科技,2020/12/31,14,3,1099.65,202.89,55653.49,4.19,11.53,1.23,-10.55,10.06,-5.2
675,300776,帝尔激光,2020/12/31,17,-13,233.58,29.37,35083.94,4.05,21.01,10.97,-16.98,-9.47,-6.17
676,300775,三角防务,2020/12/31,35,16,2541.27,1557.18,99908.74,9.63,14.74,12.95,-13.97,-19.33,-3.6
677,300773,拉卡拉,2020/12/31,4,2,1199.22,179.65,35880.7,3.11,-9.77,1.62,-11.47,-1.6,9.75
678,300772,运达股份,2020/12/31,7,1,862.02,841.74,14266.51,5.42,8.2,0.8,14.47,1.58,-0.75
679,300770,新媒股份,2020/12/31,3,-28,4.22,-832.24,296.86,0.03,5.03,-19.31,-7.26,-8.57,-5.07
680,300769,德方纳米,2020/12/31,19,3,562.62,201.4,94069.38,13.05,15.09,44.27,11.71,-14.93,-11.65
681,300767,震安科技,2020/12/31,9,-8,269.48,-199.03,19672.16,3.14,5.86,0.97,-9.29,22.15,-17.53
682,300766,每日互动,2020/12/31,2,-5,9.2,-2144.54,151.71,0.03,-46.72,2.94,-12.71,-4.74,-0.28
683,300763,锦浪科技,2020/12/31,33,1,1787.64,280.93,261211.64,32.47,38.64,-11.92,6.85,35,-19.48
684,300762,上海瀚讯,2020/12/31,4,2,270.16,260.68,11698.12,2.5,-1,22.23,-5.76,20.75,-6.58
685,300760,迈瑞医疗,2020/12/31,788,60,15449.16,1643.09,6581340.07,30.95,23.86,-11.71,11.12,8.7,-5.36
686,300759,康龙化成,2020/12/31,69,12,4046.85,1033.19,487119.94,14.29,25.62,-16.6,10.51,21.35,-7.61
687,300751,迈为股份,2020/12/31,109,51,686.2,100.7,464566.77,23.56,32.34,20.13,21.3,-23.57,-19.43
688,300750,宁德时代,2020/12/31,1216,289,24295.06,2809.4,8530240.24,17.9,38.58,0.33,17.53,1.95,-1.25
689,300747,锐科激光,2020/12/31,40,28,1600.6,881.07,140628.58,8.42,10.62,9.38,18.82,8.81,-10.36
690,300741,华宝股份,2020/12/31,7,1,63.4,-42.94,3478.61,0.55,0.1,9.36,3.33,-11.26,-1.54
691,300740,御家汇,2020/12/31,4,-4,177.56,-519.02,3213.84,0.44,15.07,-14.99,6.76,13.85,19.78
692,300737,科顺股份,2020/12/31,31,-20,3813.65,263.88,81840.85,6.3,5.87,-6.98,1.58,23.66,2.15
693,300733,西菱动力,2020/12/31,4,-17,102.68,-943.38,1998.15,0.64,-20.14,20.23,-13.42,-4.23,-1.17
694,300732,设研院,2020/12/31,2,0,16.24,0,220.66,0.07,-11.49,-16.51,16.73,-8.83,7.59
695,300725,药石科技,2020/12/31,46,-4,1465.98,-97.68,202305.25,10.21,21.45,-12.86,11.06,25.08,2.21
696,300724,捷佳伟创,2020/12/31,88,11,3897.28,-404.43,567444.62,20.91,31.87,12.35,-4.07,-12.98,-18.06
697,300715,凯伦股份,2020/12/31,5,-11,207.25,-237.67,8227.87,1.22,-2.39,-14.88,-5.49,-5.75,13.11
698,300709,精研科技,2020/12/31,3,-3,269,138.85,14205.89,2.34,-13.53,3.76,-2.21,-16.84,0
699,300705,九典制药,2020/12/31,4,2,241.67,45.88,6476.76,1.03,21,8.05,1.71,-3.4,8.59
700,300702,天宇股份,2020/12/31,23,-1,1846.52,177.09,172649.35,10.21,9.45,0.88,3.82,-15.75,33.63
701,300699,光威复材,2020/12/31,110,58,7546.91,2331.8,672052.18,14.59,22.7,12.76,-7.1,0.86,-16.35
702,300696,爱乐达,2020/12/31,18,-8,1783.32,-369.52,97193.58,10.08,6.08,0.11,-5.02,-10.12,-10.56
703,300685,艾德生物,2020/12/31,22,6,1154.16,190.83,90204.71,5.3,6.86,-9.23,10.02,-3.11,10.26
704,300684,中石科技,2020/12/31,1,-3,3.5,-353.05,78.77,0.01,-15.55,-0.9,-2.47,-12.94,3.9
705,300682,朗新科技,2020/12/31,5,-1,1370.13,603.04,20031.27,1.93,-2.18,-7.89,-10.72,-11.85,-2.16
706,300680,隆盛科技,2020/12/31,9,-5,360.76,-157.31,11259.19,2.85,22.82,-8.39,10.98,-7.85,-0.23
707,300679,电连技术,2020/12/31,9,8,224.19,44.2,7615.73,0.8,-7.68,0.78,1.45,-5.02,-5.1
708,300677,英科医疗,2020/12/31,86,33,5809.53,2020.33,976872.18,17.78,26.39,13.85,16.51,39.18,-3.52
709,300676,华大基因,2020/12/31,15,-42,1417.28,-1351.82,182102.75,5.64,-1.44,-12.83,4.94,11.24,1.16
710,300674,宇信科技,2020/12/31,9,0,2068.59,340.84,70187.14,7.49,-5.69,0.99,-12.43,-9.28,18.85
711,300673,佩蒂股份,2020/12/31,8,2,315.54,135.07,9873.18,1.87,-5.18,-11.83,2.11,3.4,2.39
712,300663,科蓝软件,2020/12/31,1,-3,124.74,-167.22,2674.43,0.42,-8.39,-11.77,1.56,-16.42,3.62
713,300662,科锐国际,2020/12/31,13,-9,1490.57,-153.13,80555.69,8.24,1.85,-13.22,-0.79,4.2,7.62
714,300661,圣邦股份,2020/12/31,38,-27,3575.05,-120.81,943098.51,22.96,-15.97,14.52,-7.5,12.4,-11.22
715,300659,中孚信息,2020/12/31,19,9,2020.54,79.24,99043,10.51,17.61,10.69,-11.77,-18.32,7.17
716,300653,正海生物,2020/12/31,3,0,9.23,5.44,522.75,0.08,-6.35,-13.83,10.26,-14.5,-7.07
717,300651,金陵体育,2020/12/31,2,0,420.39,-51.04,18607.95,3.27,3.1,25.71,7.2,13.48,-1.13
718,300648,星云股份,2020/12/31,1,-1,128.75,117.27,5715.21,0.95,32.71,10.45,-2.32,-19.89,-14.75
719,300642,透景生命,2020/12/31,3,1,53.67,11.63,3080.92,0.59,5.73,-11.23,8.7,-16.47,32.04
720,300639,凯普生物,2020/12/31,14,-9,817.72,-358.45,30730.08,3.85,10.03,-27.06,3.74,4.38,-6.17
721,300638,广和通,2020/12/31,8,4,79.92,63.72,4783.13,0.33,6.12,0.78,-0.98,-2.62,-2.75
722,300636,同和药业,2020/12/31,4,-2,118.21,-470.78,2663.32,0.92,-16.04,-4.08,-12.88,8.37,14.14
723,300634,彩讯股份,2020/12/31,2,0,115.6,0.1,2140.91,0.55,-25.03,11.53,1.68,-15.15,0.16
724,300633,开立医疗,2020/12/31,8,5,1522.45,383.29,39370.58,3.81,15.64,-11.9,-3.5,-19.51,13.56
725,300630,普利制药,2020/12/31,20,3,1792.57,1017.69,75090.78,4.12,-1.31,2.52,7.19,5.71,6.85
726,300628,亿联网络,2020/12/31,76,16,10418.96,1680.05,761834.05,11.62,7.1,21.45,0.86,9.74,-2.91
727,300627,华测导航,2020/12/31,2,0,238.73,-10.19,5426.29,0.7,-2.04,-0.1,-2.53,-0.85,5
728,300624,万兴科技,2020/12/31,16,-2,553.15,-3,30495.63,4.28,0.02,-7.51,-7.64,-1.66,-10.92
729,300623,捷捷微电,2020/12/31,5,-7,248.41,-208.96,10805.83,0.54,-18.13,29.42,12.45,9.47,-9.2
730,300618,寒锐钴业,2020/12/31,30,22,2280.83,1917.27,216298.74,7.37,34.87,8.97,4.78,5.55,-9.49
731,300617,安靠智电,2020/12/31,4,-2,56.2,-61.27,2794.64,0.44,11.43,3.41,5.52,-18.32,4.9
732,300616,尚品宅配,2020/12/31,18,8,1642.73,131.88,130859.78,8.28,12.79,11.86,3.12,0.32,-4.87
733,300613,富瀚微,2020/12/31,14,3,120.89,80.21,14570.11,1.51,-15.61,19.08,-13.44,17.75,21.84
734,300607,拓斯达,2020/12/31,9,-20,1131.1,217.97,39305.79,4.28,3.69,-4.31,-10.8,25.73,1.16
735,300604,长川科技,2020/12/31,1,0,1.87,-98.78,56.34,0.01,27.14,-4.03,-5.51,19.92,3.23
736,300601,康泰生物,2020/12/31,154,-46,10564.04,-1453.17,1843425.05,15.51,25.7,-22.46,0.48,-7.94,7.8
737,300598,诚迈科技,2020/12/31,13,2,434.3,-9.45,52063.72,4.11,5.73,-4.39,-3.48,-40.8,-0.87
738,300596,利安隆,2020/12/31,2,0,26.13,-17.91,1026.47,0.14,-5.04,22.98,8.24,-10.65,6.79
739,300595,欧普康视,2020/12/31,66,12,3278.86,664.08,268603.38,5.41,25.11,-1.7,9.66,33.99,-17.13
740,300593,新雷能,2020/12/31,6,1,596.33,133.51,17931.51,3.63,29.99,-3.72,20.83,16.63,22.51
741,300577,开润股份,2020/12/31,1,-3,45.5,-18.08,1186.64,0.21,-16.24,2.7,-2.98,-18.11,6.21
742,300575,中旗股份,2020/12/31,11,-2,1691.36,608.02,64948.04,12.81,-3.3,8.07,-12.76,-10.64,8.42
743,300573,兴齐眼药,2020/12/31,4,-14,33,-525.41,3142.59,0.41,-13.03,-18.48,4.69,-1.16,14.79
744,300572,安车检测,2020/12/31,12,-19,1180.92,-700.62,48275.88,6.1,-13.99,11.92,-38.9,-7.7,0.48
745,300568,星源材质,2020/12/31,23,14,1790.54,1706.76,54199.64,4.04,30.99,-6.07,37.63,-12.91,8.73
746,300567,精测电子,2020/12/31,11,3,659.79,98.06,36248.87,2.67,15.59,-2.36,-3.41,4.54,-8.09
747,300566,激智科技,2020/12/31,6,2,972.24,690.96,31276.93,6.26,1.25,0.8,-3.62,21.64,20.67
748,300562,乐心医疗,2020/12/31,2,0,10,-250.57,218.9,0.05,9.13,-9.26,3.73,-19.64,0.35
749,300558,贝达药业,2020/12/31,92,47,3649.14,783.93,389725,9.05,17.18,-13.52,-5.34,21.97,-6.9
750,300552,万集科技,2020/12/31,2,0,0.02,-172.06,0.91,0,15.46,4.12,-13.17,-16.42,-19.91
751,300548,博创科技,2020/12/31,4,0,10.94,-13.55,379.07,0.07,-10.46,-15.18,1.42,0.88,6.35
752,300545,联得装备,2020/12/31,2,0,372.39,-75.5,10170.02,2.55,-8.83,13.24,-9.56,-14.79,-3.57
753,300529,健帆生物,2020/12/31,71,-37,15631.01,275.14,1060094.98,19.59,4.25,-17.22,11.44,14.14,1.57
754,300525,博思软件,2020/12/31,2,-1,659.09,527.62,18915.81,2.34,8.26,-10.17,-12.17,-17.19,10.38
755,300523,辰安科技,2020/12/31,5,0,151.88,7.64,4955.85,0.67,-11.39,0.47,-9.73,-20.73,-0.22
756,300502,新易盛,2020/12/31,41,-29,3754.84,-2043.22,200826.16,11.34,-1.03,-1.89,-6.64,1.59,-12.4
757,300498,温氏股份,2020/12/31,57,-10,8570.82,-3202.48,156246.1,1.35,-5.38,4.03,-2.72,-5.77,7.65
758,300496,中科创达,2020/12/31,176,85,5731.61,3424.68,670182.93,13.55,29.17,4.41,0.04,26.51,-19.16
759,300487,蓝晓科技,2020/12/31,7,-9,323.12,-1690.59,14378.9,1.52,-0.85,0.43,-15,-3.73,0.11
760,300482,万孚生物,2020/12/31,42,-15,1394.91,421.52,124439.55,4.18,31.68,-14.08,-8.09,-1.07,-14.48
761,300476,胜宏科技,2020/12/31,7,-4,5206.45,-175.5,112303.09,6.75,-5.99,15.18,2.92,-2.18,10.13
762,300474,景嘉微,2020/12/31,7,1,179.82,21.98,12571.22,0.66,13.21,3.58,-3.75,5.72,1.03
763,300470,中密控股,2020/12/31,24,-8,1158.21,197.07,55130.95,6.03,17.02,3.02,-14.74,-6.79,15.27
764,300464,星徽股份,2020/12/31,4,-3,59.01,-209.39,1088.14,0.19,-8.65,11.43,5.71,-23.69,-3.3
765,300463,迈克生物,2020/12/31,32,-22,3353.3,-1009.82,156262.46,6.04,11.5,-13.8,-1.84,-2.96,-10.8
766,300458,全志科技,2020/12/31,2,0,0.76,0,24.51,0,-11.73,10.82,1.27,-7.81,8.87
767,300457,赢合科技,2020/12/31,8,6,299.18,-92.65,8990.33,0.53,5.63,-0.02,2.45,-39.05,1.77
768,300455,康拓红外,2020/12/31,1,0,87.77,-208.48,1029.54,0.16,-6.05,-10.35,-7.36,-17.78,-0.58
769,300454,深信服,2020/12/31,132,39,6999.49,2395.26,1729202.23,32.76,21.79,9.58,-10.12,18.66,-11.07
770,300453,三鑫医疗,2020/12/31,1,-4,4.17,-204.66,73.31,0.02,17.81,-10.11,1.69,-13.38,19.7
771,300451,创业慧康,2020/12/31,14,-6,2474.68,-633.57,33109.3,2.1,2.89,4.62,-14.73,-3.2,1.72
772,300450,先导智能,2020/12/31,202,83,15368.44,3440.67,1288988.26,16.97,30.36,8.25,22.34,-0.93,-4.57
773,300448,浩云科技,2020/12/31,2,-4,40,-185.7,352.8,0.06,-20.08,-7.2,12.89,-31.03,3.67
774,300443,金雷股份,2020/12/31,8,-1,370.64,127.93,11964.01,1.56,7.31,7.82,1.22,30.7,-13.17
775,300433,蓝思科技,2020/12/31,72,-89,11031.5,-4027.08,337674.13,2.52,-6.59,-0.35,4.92,9.31,-1.14
776,300427,红相股份,2020/12/31,6,-11,235.29,-1986.72,5738.81,0.67,1.17,-1.49,-5.64,-25.77,-10.4
777,300422,博世科,2020/12/31,5,4,139.74,110.87,1676.83,0.34,-3.36,10.6,-0.94,-27.98,7.3
778,300418,昆仑万维,2020/12/31,12,-17,1117.83,-489.33,22203.16,0.95,-9.33,-6.3,-5.42,19.22,12.42
779,300416,苏试试验,2020/12/31,6,-5,398.71,28.75,9341.75,1.96,5.64,-5.18,-6.54,3.82,5.53
780,300415,伊之密,2020/12/31,14,-10,4094.38,-214.48,54823.75,9.64,5.23,-13.37,7.74,23.22,18.82
781,300413,芒果超媒,2020/12/31,164,-40,29539.56,-1120.27,2141618.2,31.72,6.41,-6.31,10.17,13.74,-19.18
782,300408,三环集团,2020/12/31,68,44,21192.03,12843.71,779229.95,12.19,15.88,5.75,8.39,11.2,-1.83
783,300406,九强生物,2020/12/31,17,8,2995.57,-917.71,74949.06,5.97,20.3,-7.37,12.71,-16.95,6.21
784,300395,菲利华,2020/12/31,58,21,3989.61,-2.18,238698.38,11.81,19.09,24.72,-5.43,-22.81,0.32
785,300394,天孚通信,2020/12/31,37,7,1643.68,-170.13,87657.63,8.3,-4.77,-2.66,5.71,-9.79,-5.87
786,300393,中来股份,2020/12/31,2,0,135.44,107.31,1759.36,0.21,34.99,-9.98,12.97,-29.14,5.88
787,300390,天华超净,2020/12/31,11,8,340.58,335.37,8378.17,0.62,36.12,14.89,0.95,20.03,4.78
788,300384,三联虹普,2020/12/31,2,1,158.01,-2,2317.97,0.5,-17.06,3.36,1.66,-5.32,8.98
789,300383,光环新网,2020/12/31,1,-18,88.89,-1545.21,1526.24,0.06,-9.9,2.7,-14.79,-1.27,17.37
790,300379,东方通,2020/12/31,31,17,2314.52,107.52,105773.64,8.22,30.54,8.62,-7.4,-4.7,9.3
791,300378,鼎捷软件,2020/12/31,6,-8,148.53,-105.22,4047.55,0.56,-0.51,6.21,0.5,-5.91,7.36
792,300374,中铁装配,2020/12/31,3,0,533.25,136.3,6340.37,2.17,-6.32,-7.4,-12.05,1.54,13.86
793,300373,扬杰科技,2020/12/31,9,0,295.28,158.42,13116.39,0.63,-0.01,10.6,0.77,1.2,-1.37
794,300369,绿盟科技,2020/12/31,26,-1,2482.18,-599.51,37927.71,3.11,-2.08,-13.94,-3.76,-13.59,19.35
795,300363,博腾股份,2020/12/31,55,16,12593.88,1545.19,459928.65,23.31,17.67,-14.41,19.47,16.63,4.78
796,300357,我武生物,2020/12/31,31,14,5599.98,1370.03,429509.66,10.7,28.08,2.71,7.79,22.5,-24.69
797,300348,长亮科技,2020/12/31,9,-10,2387.75,-1587.06,45367.21,3.38,-6.54,-3.83,-6.63,-10.7,13.32
798,300347,泰格医药,2020/12/31,270,107,14845.86,6264.46,2399239.48,19.93,35.73,-3.38,19.24,9.85,-12.68
799,300327,中颖电子,2020/12/31,12,4,735.45,395.84,23960.96,2.63,-10.2,5.24,0.58,20.59,21.1
800,300316,晶盛机电,2020/12/31,24,-25,735.92,-1897.69,22136.48,0.57,8.21,1.02,-4.77,33.77,-5.75
801,300315,掌趣科技,2020/12/31,2,-29,39.75,-7819.95,203.12,0.01,-22.3,2.97,-4.18,7.71,10.03
802,300308,中际旭创,2020/12/31,15,4,310.74,80.26,15804.03,0.44,4.81,3.83,-5.94,5.17,-10.08
803,300298,三诺生物,2020/12/31,22,14,12822.45,2685.47,457603.71,22.73,10.51,-20.78,3.53,28.54,-15.09
804,300294,博雅生物,2020/12/31,12,4,574.62,51.98,19272.67,1.33,-10.93,2.87,-6.99,-22.07,-5.19
805,300285,国瓷材料,2020/12/31,94,36,22680.47,2842.51,1023115.87,24.08,18.19,-3.46,10.36,13.13,-2.44
806,300284,苏交科,2020/12/31,3,-1,639.61,55.96,3805.69,0.66,-18.47,0.6,-8.58,-5.79,8.23
807,300274,阳光电源,2020/12/31,412,281,16770.38,856.24,1211903.88,11.63,44.26,26.52,38.27,32.86,-13.19
808,300271,华宇软件,2020/12/31,27,11,7914.31,-927.97,188914.67,9.7,-8.78,12.52,-2.27,-19.45,-3.05
809,300263,隆华科技,2020/12/31,2,0,169.7,63.22,1155.66,0.19,-13.05,1.12,-10.89,-7.61,5.01
810,300259,新天科技,2020/12/31,1,-4,6.95,-810.04,34.54,0.01,-7.9,0.6,5.88,-8.91,2.94
811,300258,精锻科技,2020/12/31,9,3,2261.91,1853.5,35899.04,5.58,-3.67,5.98,10.43,-21.7,14.14
812,300257,开山股份,2020/12/31,4,-4,1928.61,1133.38,26325.51,2.25,-3.02,-4.2,-5.78,0.58,12.88
813,300253,卫宁健康,2020/12/31,67,-15,13998.18,2975.67,244968.14,6.59,11.84,-5.79,-8.44,-4.06,21.64
814,300251,光线传媒,2020/12/31,26,-65,8198.62,-11776.17,98957.31,2.79,-6.38,8.24,-30.12,13.15,2.23
815,300244,迪安诊断,2020/12/31,18,-5,1780.06,-1385.56,61020.6,2.87,4.02,-13.91,-1.19,20.6,-18.4
816,300226,上海钢联,2020/12/31,2,-2,0.12,-246.13,7.87,0,1.31,-3.25,1.41,-17.88,1.67
817,300224,正海磁材,2020/12/31,7,5,5359.11,5195.23,67042.41,6.53,7.72,18.59,6.43,3.02,9.42
818,300223,北京君正,2020/12/31,15,8,1226.41,-190.45,112204.13,6.07,-2.76,32.48,-9.34,-28.31,1.73
819,300220,金运激光,2020/12/31,2,1,69.53,37.76,1287.65,0.46,-34.05,18.02,-14.35,-37.19,28.18
820,300215,电科院,2020/12/31,2,-1,790,-1816.29,5672.2,1.04,-15.67,14.17,-5.42,-18.64,-0.02
821,300212,易华录,2020/12/31,3,1,991.68,-1980.17,30395.12,1.54,8.17,-7.93,-8.64,-11.76,-0.31
822,300207,欣旺达,2020/12/31,120,-33,23308.4,-1983.96,715581.38,15.12,10.32,0.29,4.06,-13.64,-4.62
823,300206,理邦仪器,2020/12/31,5,-18,385.77,-551.86,7040.38,0.66,8.32,-18.02,-7,-6.33,21.31
824,300196,长海股份,2020/12/31,6,3,2505.63,2167.05,42670.83,6.13,18.2,23.38,-15.6,24.2,-8.23
825,300190,维尔利,2020/12/31,1,-2,583.76,-929.14,4419.07,0.76,-6.86,0.84,-4.84,-13.58,11.52
826,300188,美亚柏科,2020/12/31,22,-16,5200.92,-3776.82,112027.77,6.5,-9.82,7.22,13.99,-12.44,-0.05
827,300185,通裕重工,2020/12/31,1,-2,192.42,-46.36,746.59,0.06,-3.56,-4.78,-7.6,-17.7,6.54
828,300182,捷成股份,2020/12/31,4,-4,1.14,-1803.56,3.68,0,-48.8,5.54,-12.6,-10.22,11.82
829,300168,万达信息,2020/12/31,9,-20,802.9,-1318.52,17414.95,0.68,-4.49,5.28,-8.66,-5.27,-1.12
830,300166,东方国信,2020/12/31,8,-13,549.76,-1027.01,6019.87,0.52,-13.32,5.82,-7.75,-13.48,3.27
831,300151,昌红科技,2020/12/31,13,5,2266.04,1249.28,62134.78,4.51,9.23,5.02,19.31,-1.27,9.41
832,300149,睿智医药,2020/12/31,3,-7,2646.27,-1013.7,38979.62,6.27,-7.24,-17.33,-4.49,-7.81,14.08
833,300146,汤臣倍健,2020/12/31,38,-1,3146.44,-1540.9,75986.5,2.14,-3.39,-0.1,21.17,-7.4,3.25
834,300144,宋城演艺,2020/12/31,46,-40,18779.08,-9267.97,331491.92,7.18,-8.06,15.82,-9,-3.03,24.96
835,300142,沃森生物,2020/12/31,31,-119,9561.8,-8409.66,368703.12,6.2,-7.51,-12.04,-1.03,12.53,18.62
836,300138,晨光生物,2020/12/31,2,-5,20,-434.13,383,0.04,18.09,5.68,-1.26,-15.09,-0.82
837,300137,先河环保,2020/12/31,1,-5,789.09,450.2,5200.13,1.43,-5.87,0.46,-4.72,-5.81,22.94
838,300136,信维通信,2020/12/31,13,-134,3242.77,-6952.13,116350.66,3.35,-26.17,-0.27,-12.5,-11,8.73
839,300133,华策影视,2020/12/31,6,-4,5688.8,-1247.33,35156.81,3.24,-14.75,-1.39,-3.54,11.9,-9.63
840,300132,青松股份,2020/12/31,22,-41,2542.58,-1662,47775.06,5.53,-19.44,3.9,-10.2,-1.06,10.24
841,300124,汇川技术,2020/12/31,423,135,33923.35,-1391.24,3165048.53,20.26,20.23,24.93,10.84,6.97,-3.75
842,300123,亚光科技,2020/12/31,3,-4,18.42,-31.48,230.25,0.02,-13.65,6.81,-9.48,-23.19,5.97
