,股票代码,股票名称,报告日期,基金家数,基金数量与上期相比,基金持股数（万股）,持股数与上期相比,基金持股市值,占流通盘比率,本季度当月平均涨幅,本季度第2个月平均涨幅,本季度第1个月平均涨幅,下季度第1个月平均涨幅,下季度第2个月平均涨幅
1071,2531,天顺风能,2020/12/31,12,-6,2034.42,-679.54,17129.78,1.14,10.67,10.08,-1.54,3.96,-4.58
1072,2511,中顺洁柔,2020/12/31,22,-18,2293.26,-679.71,47860.31,1.77,1.82,3.71,-5.26,14.35,0.15
1073,2508,老板电器,2020/12/31,36,-23,1107.85,-357.73,45178.06,1.17,2.53,11.04,11.76,-3.11,-1.96
1074,2507,涪陵榨菜,2020/12/31,42,-53,2428.76,-1181.35,102736.68,3.08,11.54,-0.44,-11,9.83,4.5
1075,2500,山西证券,2020/12/31,6,2,218.09,-92.03,1951.88,0.06,11.73,9.1,-5.48,-14.56,-4.73
1076,2497,雅化集团,2020/12/31,30,21,11012.28,3942.36,241719.65,10.67,30.8,25.06,32.25,2.34,-10.3
1077,2493,荣盛石化,2020/12/31,130,60,56309.7,33123.32,1545888.44,9.03,7.85,31.44,1.94,32.36,2.57
1078,2487,大金重工,2020/12/31,2,-6,127.18,-642.86,1156.07,0.23,2.32,-8.76,13.07,-14.36,15.5
1079,2484,江海股份,2020/12/31,2,-2,170,-576.35,1785,0.21,-8.94,11,7.41,4.47,36.11
1080,2481,双塔食品,2020/12/31,1,0,109.87,3.04,1532.69,0.09,-13.8,9.74,-1.77,-8.64,5.96
1081,2475,中邮睿利增强债券,2020/12/31,1075,-473,111105.2,-27391.97,6233681.56,365.36,8.68,-3.6,-3.39,-4.18,-10.18
1082,2475,立讯精密,2020/12/31,1075,-473,111105.2,-27391.97,6233681.56,15.8,8.68,-3.6,-3.39,-4.18,-10.18
1083,2466,天齐锂业,2020/12/31,51,34,3970.37,906.46,155916.58,2.69,37.41,32.53,0.78,38.03,-23.37
1084,2465,东兴众智优选混合,2020/12/31,6,-31,2117.21,-22724.38,22929.34,0.77,-12.35,9.84,-4.24,-15.24,4.09
1085,2465,海格通信,2020/12/31,6,-31,2117.21,-22724.38,22929.34,0.92,-12.35,9.84,-4.24,-15.24,4.09
1086,2463,沪电股份,2020/12/31,4,-1,84.48,-8.56,1587.38,0.05,-5.3,9.58,-1.77,-14.53,6.83
1087,2462,嘉事堂,2020/12/31,3,2,152.24,94.24,2148.13,0.61,-9.56,3.37,5.96,-4.37,6.03
1088,2460,赣锋锂业,2020/12/31,378,147,34761.74,7230.09,3517888.46,31.3,27.81,27.08,12.12,20.62,-10.62
1089,2459,晶澳科技,2020/12/31,40,-75,2697.81,-1590.58,104971.97,6.94,23.38,-13.66,9.45,-12.8,-3.35
1090,2456,欧菲光,2020/12/31,8,-1,846.46,-3751.36,11156.38,0.31,-14.74,0.69,7.43,-25.95,8.15
1091,2449,国星光电,2020/12/31,2,1,337.24,44.11,3439.84,0.55,-6.42,13.14,-9.83,-8.89,-11.77
1092,2444,巨星科技,2020/12/31,48,22,9385.97,5126.76,291997.49,8.21,11.91,12.45,27.85,17.16,-2.14
1093,2440,闰土股份,2020/12/31,2,0,151.39,135.39,1410.92,0.13,-6.36,12.58,-1.58,9.12,11.76
1094,2439,启明星辰,2020/12/31,36,-16,6888.42,-1260.55,201210.81,7.4,-0.54,-2.18,-10.38,12.78,-4.27
1095,2438,江苏神通,2020/12/31,6,0,4869.49,755.89,64959.01,10.02,21,-20.54,13.11,-12.69,-5.41
1096,2436,兴森科技,2020/12/31,2,-5,480,-64.44,4483.2,0.32,-11.31,2.12,-3.84,-1.68,0.89
1097,2434,万里扬,2020/12/31,4,2,16.02,9.28,142.9,0.01,-6.5,-16.04,21.19,-20.55,6.34
1098,2430,杭氧股份,2020/12/31,17,-15,2633.11,-1462.35,76597.11,2.73,7.28,-7.57,26.07,2.41,18.59
1099,2429,兆驰股份,2020/12/31,2,-14,844.95,-7740.68,5238.66,0.19,10.93,4.02,-2.08,-0.08,-9.12
1100,2428,云南锗业,2020/12/31,2,0,193.89,-10,2382.91,0.3,-12.31,10.07,9.47,-16,10.91
1101,2422,科伦药业,2020/12/31,8,0,265.96,-1293.56,5170.18,0.18,-5.63,-10.17,5.5,2.5,11.38
1102,2419,天虹股份,2020/12/31,4,-1,183.46,-248.35,1401.65,0.15,-11.58,6.09,-8.72,-4.78,11.43
1103,2415,海康威视,2020/12/31,583,216,103016.96,48116.91,4997352.6,11.12,6.42,1.78,16.94,28.96,-6.69
1104,2414,高德红外,2020/12/31,64,14,12847.06,-1942.14,536364.82,8.07,9.99,12.23,-1.84,2.95,-7.47
1105,2413,雷科防务,2020/12/31,9,6,1872.46,1680.36,13238.29,1.64,-12.02,3.03,-5.95,-1.45,-6.03
1106,2410,广联达,2020/12/31,160,-16,17578.81,2079.86,1384155.58,14.92,16.6,-4.5,-1.86,6.24,-17.84
1107,2409,雅克科技,2020/12/31,30,15,931.45,273.28,55970.74,2.38,4.18,14.99,-6.58,1.12,-3.08
1108,2407,多氟多,2020/12/31,17,9,3024.08,2848,60572.23,4.56,27.22,17.39,14.15,15.53,-4.7
1109,2405,四维图新,2020/12/31,7,2,291.16,13.96,4154.81,0.15,-7.3,12.73,-3.2,5.41,12.3
1110,2404,嘉欣丝绸,2020/12/31,2,0,25.44,-7.28,208.61,0.04,1.36,24.64,5.78,-31.22,0.83
1111,2402,和而泰,2020/12/31,27,2,8253.81,1311.39,142324.96,9.03,3.31,3.81,5.06,24.56,21.29
1112,2399,海普瑞,2020/12/31,4,-3,2135.3,-841.16,36769.92,1.71,-7.92,-2.93,-12.78,11.25,2.13
1113,2398,垒知集团,2020/12/31,5,-3,1875.11,1306.11,14588.37,2.71,-15.03,10.23,-16.43,-5.45,15.25
1114,2390,信邦制药,2020/12/31,20,15,9323.79,6351.75,79065.77,5.59,30.11,2.25,-6.64,2.22,3.68
1115,2389,航天彩虹,2020/12/31,22,13,6670.76,3620.83,221802.88,7.13,28.49,13.83,8.73,-26.51,0.68
1116,2385,大北农,2020/12/31,37,-3,18847.62,-869.78,182068.04,4.55,17.11,-0.35,-7.21,-2.76,10.93
1117,2384,东山精密,2020/12/31,42,-28,10424.8,-5837.52,271034.26,6.1,-4.5,9.93,-3.56,-14.29,1.97
1118,2382,蓝帆医疗,2020/12/31,14,2,293.8,-413.03,6196.3,0.38,6.26,-14.62,-0.64,26.21,-7.3
1119,2376,新北洋,2020/12/31,4,-2,1034.5,281.26,9744.99,1.55,2.4,-0.77,-6.35,5.38,3.08
1120,2375,亚厦股份,2020/12/31,7,-23,4946.45,-6277.03,36801.58,3.69,-11.91,-3.19,-9.71,21.14,-5.41
1121,2373,千方科技,2020/12/31,8,-5,422.66,-521.71,7963.05,0.31,-1.6,-10.4,1.37,-7.05,-5.23
1122,2372,伟星新材,2020/12/31,54,21,4148.66,1480.6,77580.02,2.64,-0.5,3.62,16.28,17.37,-8.08
1123,2371,北方华创,2020/12/31,87,19,5777.02,-116.04,1044138.7,12.58,6.16,1.56,8.17,12.79,-6.53
1124,2368,太极股份,2020/12/31,1,-4,119.98,-60.53,3132.56,0.21,-2.67,7.03,-5.37,-8.71,-3.5
1125,2367,康力电梯,2020/12/31,3,-7,1262.97,-2105.64,12415.04,1.58,-5.78,-0.23,-2.53,1.93,4.86
1126,2362,汉王科技,2020/12/31,1,0,182.15,-377.84,4451.66,0.84,-0.32,-8.73,27.97,-13.44,-1.53
1127,2353,杰瑞股份,2020/12/31,30,14,7205.48,6242.19,252191.78,7.52,-4.95,34.06,-10.4,26.9,0.65
1128,2352,顺丰控股,2020/12/31,389,-63,54699.34,4028.14,4823520.07,12.01,10.21,-2.43,2.5,17.32,6.78
1129,2343,慈文传媒,2020/12/31,1,0,12.65,-794.46,81.47,0.03,-12.04,8.01,-19.23,-10.13,5.33
1130,2340,格林美,2020/12/31,26,17,13721.36,4505.78,95912.31,2.87,32.94,7.99,2.19,19.54,5.33
1131,2335,科华数据,2020/12/31,3,-5,234.6,-409.99,5241.05,0.51,7.24,7.78,18.17,-11.27,1.51
1132,2332,仙琚制药,2020/12/31,28,-20,11154.72,-719.62,149018.32,12.17,0.06,-9.41,0.43,-13.65,13.7
1133,2327,富安娜,2020/12/31,11,-1,8637.34,90.74,66162.04,10.31,-3.8,-0.08,8.25,-3.8,10.49
1134,2324,普利特,2020/12/31,12,5,1450.99,856.09,24579.7,1.72,15.77,0.79,1.96,9.14,-0.01
1135,2318,久立特材,2020/12/31,36,29,2713,1856.41,29571.65,2.78,10.96,-1.78,18.49,19.52,0.98
1136,2317,众生药业,2020/12/31,7,-4,413.14,-300.19,4552.82,0.51,-11.88,3.86,-8.81,-25.97,3.36
1137,2315,焦点科技,2020/12/31,1,-2,1032.9,-549.42,17063.44,3.38,-10.92,3.61,-0.39,6.97,6
1138,2312,三泰控股,2020/12/31,2,-2,20.72,-27.22,118.73,0.02,-3.01,-3.88,2.28,30.48,10.96
1139,2311,海大集团,2020/12/31,235,45,25088.83,7204.76,1643318.23,15.21,15.84,-5.91,1.47,0.06,15.08
1140,2304,洋河股份,2020/12/31,317,231,20804.38,4167.77,4908610.62,16.54,28.93,6.49,30.81,-13.88,-7.65
1141,2301,齐心集团,2020/12/31,6,2,916.83,510.72,12122.87,1.25,-12.16,7.13,1.5,-11.59,-2.4
1142,2299,圣农发展,2020/12/31,38,25,8004.73,984.39,212445.61,7.13,1.01,19.1,1.06,14.49,4.01
1143,2294,信立泰,2020/12/31,4,-8,282.06,-392.36,7990.76,0.27,5.26,-10.18,-10.68,29.94,9.95
1144,2291,星期六,2020/12/31,5,3,2322.95,2263.65,37458.8,3.77,-12.18,-3.32,0.74,11.3,8.12
1145,2285,世联行,2020/12/31,8,-13,419.31,-6162.62,2063,0.21,-6.78,0.21,-23.96,-17.7,10.21
1146,2273,水晶光电,2020/12/31,2,-1,129.43,29.35,1500.09,0.11,-8.8,1.38,-6.06,-9.04,5.65
1147,2271,东方雨虹,2020/12/31,162,-81,36924.72,11265.84,1426311.21,16.24,12.9,-7.15,4.26,29.5,4.3
1148,2268,卫士通,2020/12/31,5,3,64.13,-133.54,1070.98,0.08,-10.94,5.24,0.01,0.71,1.56
1149,2266,浙富控股,2020/12/31,8,1,464.64,-6834.03,2090.88,0.23,1.5,-7.92,1.11,5.12,7.59
1150,2262,恩华药业,2020/12/31,16,-3,1759.09,-146.69,28092.59,1.75,-8.91,17.15,2.54,-13.41,6.42
1151,2258,利尔化学,2020/12/31,7,1,283.84,-208.49,5932.17,0.54,-5.98,14.69,3.71,29.61,6.14
1152,2254,泰和新材,2020/12/31,6,-3,1438.59,442.27,21611.38,3.65,-6.31,13.71,-4.58,12.41,20.94
1153,2250,联化科技,2020/12/31,25,-6,6476.11,-3210.18,155361.97,7.01,9.7,-4.16,-3.42,-0.93,10.41
1154,2245,蔚蓝锂芯,2020/12/31,4,2,239.54,-853.41,3109.23,0.26,28.61,42.29,2.05,-13.02,-9.75
1155,2242,九阳股份,2020/12/31,10,-53,533.71,-2472.86,17099.95,0.7,-0.9,-3.34,-12.45,-9.87,8.31
1156,2241,歌尔股份,2020/12/31,183,-295,22606.81,-31691.75,843686.09,6.71,-1.01,-17,12.57,-7.68,-0.53
1157,2237,恒邦股份,2020/12/31,3,-4,2568.28,-537.58,33362,2.82,-6.38,1.8,-1.07,2.61,-0.55
1158,2236,大华股份,2020/12/31,37,-30,11966.47,648.57,238013.02,4.09,-4.3,-4.8,10.15,24.14,-6.31
1159,2233,塔牌集团,2020/12/31,11,-3,223.88,-819.46,2852.21,0.19,-6.96,5.76,-5.25,-9.64,9.1
1160,2230,科大讯飞,2020/12/31,69,21,4828.34,-1950.99,197334.23,2.24,7.35,3.49,10.75,17.11,8.1
1161,2223,中邮尊享一年定开混合发起式,2020/12/31,20,-35,256.74,-1305.62,7242.67,0.84,2.26,-8.31,-5.79,0.18,2.98
1162,2223,鱼跃医疗,2020/12/31,20,-35,256.74,-1305.62,7242.67,0.26,2.26,-8.31,-5.79,0.18,2.98
1163,2221,东华能源,2020/12/31,4,-2,88.34,-135.07,895.73,0.05,-9.51,19.15,8.67,15.15,17.42
1164,2218,拓日新能,2020/12/31,2,0,27.06,-14.42,140.71,0.02,19.38,1.08,-1.34,-4.44,-7.95
1165,2216,三全食品,2020/12/31,8,-43,3665.48,-2062.13,95119.14,4.59,0.93,-10.51,-11.69,19.87,-4.69
1166,2214,大立科技,2020/12/31,9,1,648.26,588.35,17840.03,1.41,11.45,3.46,-2.35,-7.56,6.84
1167,2213,大为股份,2020/12/31,3,0,1256.71,0,16312.09,6.1,-17.79,-1.64,4.45,0.84,-8.85
1168,2212,天融信,2020/12/31,11,-2,8364.67,1345.82,175384.74,7.31,4.67,2.61,-8.1,-0.07,7.28
1169,2208,合肥城建,2020/12/31,2,0,887.9,0,7200.89,1.42,-13.72,-5.44,-5.63,1.35,3.48
1170,2206,海利得,2020/12/31,24,4,3907.58,2357.83,15278.65,3.2,-3.65,11.46,0.49,13.11,30.8
1171,2202,金风科技,2020/12/31,37,10,8048.58,-3276.72,114692.27,2.33,14.24,11.55,14.06,2.66,6.81
1172,2195,二三四五,2020/12/31,2,0,228.72,199.23,516.91,0.04,-11.41,-4.43,-4.93,-24.63,14.75
1173,2191,劲嘉股份,2020/12/31,3,1,180.57,180.47,1666.66,0.12,-8.44,14.77,-0.5,8.01,8.53
1174,2185,华天科技,2020/12/31,14,-26,4279.95,-16314.37,58292.89,1.56,-15.48,12.09,5.13,7.82,-6.1
1175,2182,东兴蓝海财富混合,2020/12/31,6,4,1842.56,1355.1,24358.61,0.67,15.39,18.84,5.57,-18.01,14.09
1176,2182,云海金属,2020/12/31,6,4,1842.56,1355.1,24358.61,2.85,15.39,18.84,5.57,-18.01,14.09
1177,2180,纳思达,2020/12/31,5,-4,301.27,-1699.95,8052.85,0.28,-9.62,6.93,2.68,0.97,4.27
1178,2179,中航光电,2020/12/31,253,157,20805.74,4756.39,1628881.44,19.51,29.34,12.1,18.37,-11.7,3.98
1179,2174,游族网络,2020/12/31,5,3,185,65,2434.6,0.2,-20.9,9.83,-10.32,-10.54,-15.37
1180,2159,三特索道,2020/12/31,6,0,1132.59,29.4,13557.12,8.17,-3.92,13.25,-2.05,-12.74,16.35
1181,2158,汉钟精机,2020/12/31,2,-1,274.7,24.05,4142.51,0.52,6.54,2.98,13.21,36.63,14.03
1182,2157,正邦科技,2020/12/31,7,-6,7431.8,-139.82,126637.87,3.08,-8.51,9.42,-5.45,-1.89,-2.15
1183,2156,通富微电,2020/12/31,18,3,1705.42,-1.49,42384.68,1.48,-3.67,9.08,8.77,15.08,-8.01
1184,2155,湖南黄金,2020/12/31,4,-7,5202.46,-592.18,44272.89,4.33,-0.92,5.34,-2.42,-5.58,11.48
1185,2153,石基信息,2020/12/31,8,-10,1471.18,-298.49,45738.96,1.37,-6.49,-7.37,-2.65,10.21,5.92
1186,2149,西部材料,2020/12/31,2,0,19.95,-38.1,364.89,0.05,59.99,22.71,7.05,-22.05,9.6
1187,2148,北纬科技,2020/12/31,2,0,18.76,-226.47,81.79,0.03,-11.08,6.08,-1.01,-1.55,7.01
1188,2146,荣盛发展,2020/12/31,17,-6,1404.52,-1294.53,9171.5,0.32,-11.16,5.13,-7.89,-4.02,6.66
1189,2142,宁波银行,2020/12/31,484,9,78294.16,22467.17,2766915.45,13.2,-4.08,10.43,8.17,11.11,6.6
1190,2139,拓邦股份,2020/12/31,13,7,699.96,-114.96,5676.69,0.62,0.87,-1.97,26.74,31.46,20.25
1191,2138,顺络电子,2020/12/31,13,2,1386.42,-402.52,33995.03,1.72,-3.25,2.97,13.3,25.42,11.95
1192,2131,利欧股份,2020/12/31,10,-1,6499.53,711.25,19693.58,0.97,-12.05,9.03,9.79,7.89,1.73
1193,2130,沃尔核材,2020/12/31,2,1,23.5,18.78,129.96,0.02,0.95,8.18,3.85,12.04,3.09
1194,2129,中环股份,2020/12/31,48,15,10480.05,-2469.85,267241.19,3.58,14.81,-1.85,6.02,11.1,-0.47
1195,2128,露天煤业,2020/12/31,14,-1,1258.47,502.37,13767.72,0.71,-4.34,20.33,0.39,-18.74,11.69
1196,2127,南极电商,2020/12/31,35,-85,16524.68,-27438.9,226057.56,6.76,-18.55,-11.13,7.87,-31.81,11.76
1197,2126,银轮股份,2020/12/31,27,-5,2268.9,-2283.42,31242.82,2.86,18.77,5.75,-5.14,-24.68,0.7
1198,2124,天邦股份,2020/12/31,10,-4,462.01,-2245.97,6745.28,0.35,-4.33,5.64,-10.46,9.43,27.69
1199,2120,韵达股份,2020/12/31,14,-10,1671.03,-2148.33,26235.21,0.58,-8.8,-9.4,3.42,10.63,1.16
1200,2110,三钢闽光,2020/12/31,16,10,4164.51,1644.8,28027.16,1.89,-5.85,8.76,0.52,-5.74,8.2
1201,2105,信隆健康,2020/12/31,2,-1,2278.39,-807.81,16563.93,6.18,-20.13,2.39,15.45,-2.58,14.83
1202,2100,天康生物,2020/12/31,2,-14,193.06,-5890.42,2044.5,0.18,-20.92,-1.59,-4.29,5.11,18.83
1203,2092,中泰化学,2020/12/31,1,0,105.29,95.8,647.51,0.05,1.48,19.66,0.55,37.35,29.98
1204,2085,万丰奥威,2020/12/31,6,5,436.8,394.44,2865.4,0.2,-12.54,7.07,6.4,-17.69,4.8
1205,2084,海鸥住工,2020/12/31,2,-5,120,-53.59,844.8,0.22,-11.39,-9.41,-10.41,-17.93,10.16
1206,2081,金螳螂,2020/12/31,13,-6,3988.59,315.06,37452.89,1.5,-12,8.79,2.3,-11.71,22.59
1207,2080,中材科技,2020/12/31,64,-3,7575.93,3013.93,183186.06,4.51,25.57,1.88,-3.19,4.77,-6.45
1208,2078,太阳纸业,2020/12/31,79,-67,21020.7,-17719.01,303328.69,8.01,-1.17,9.8,-0.39,15.15,16.12
1209,2075,沙钢股份,2020/12/31,12,-2,1174.66,-313.22,12886.01,0.53,-10.57,-3.45,7.02,-12.62,-3.96
1210,2074,国轩高科,2020/12/31,88,71,12572.07,10794.99,491819.45,9.82,31.31,13.13,11.3,-1.9,4.39
1211,2065,东华软件,2020/12/31,2,-11,48.78,-2225.57,404.91,0.02,-9.98,1.28,-10.68,-10.81,7.89
1212,2064,华峰化学,2020/12/31,41,24,11771.01,10417.57,117942.75,5.85,5.98,18.82,10.44,44.88,-1.92
1213,2061,浙江交科,2020/12/31,2,0,44.38,0,230.33,0.03,-6.62,4.8,-7.08,-1.4,7.2
1214,2056,横店东磁,2020/12/31,25,23,4652.77,4581.51,70675.63,2.83,11.04,1.26,10.96,5.31,-0.45
1215,2050,三花智控,2020/12/31,118,-30,48485.87,-3083.7,1195176.78,13.58,6.12,-2.74,10.25,-2.75,9.04
1216,2049,紫光国微,2020/12/31,142,40,13484.54,1648.14,1804366,22.22,29.57,-3.5,-9.09,-8.49,0.03
1217,2048,宁波华翔,2020/12/31,8,-2,5425.49,130.54,84474.85,8.66,-4.85,3.61,-3.41,-2.05,17.59
1218,2044,美年健康,2020/12/31,42,-38,58120.39,-5391.47,658504,14.85,-9.97,-23.21,19.07,31.7,18.85
1219,2043,兔宝宝,2020/12/31,12,-4,4102.13,290,36796.08,5.29,-0.35,-1.14,-6.48,5.76,19.83
1220,2041,登海种业,2020/12/31,7,2,2387.82,1595.54,53296.18,2.71,28.79,1.21,1.66,-15.41,5.11
1221,2039,黔源电力,2020/12/31,1,0,73.57,63.78,1133.71,0.24,-5.25,-1.5,7.61,-9.79,0.12
1222,2036,联创电子,2020/12/31,5,3,1448.47,1374.5,14219.01,1.56,-10.8,15.58,-6.9,-3.92,10.06
1223,2035,华帝股份,2020/12/31,19,-8,6483.34,-1591.61,57247.89,7.46,-8.51,8.8,-7.51,-11.2,1.82
1224,2034,旺能环境,2020/12/31,4,-7,24.81,-475.19,394.97,0.06,-3.91,2.86,-6.58,-4.64,20.87
1225,2032,苏泊尔,2020/12/31,37,-5,4134.79,1265.82,322472.47,6.74,11.32,0.71,-10.84,2.87,-6.4
1226,2030,达安基因,2020/12/31,20,4,903.58,-367.83,30995.08,1.03,4.99,-12.04,9.02,6.12,-4.7
1227,2028,思源电气,2020/12/31,9,-14,442.41,-920.31,8874.73,0.58,-11.93,9.16,-9.98,6.58,27.04
1228,2027,分众传媒,2020/12/31,327,55,296697.45,64295.83,2928403.78,20.21,3.4,9.77,15.63,16.01,6.53
1229,2026,山东威达,2020/12/31,4,1,63.52,32.78,724.13,0.15,-1.83,-3.67,21.32,-26.59,27.04
1230,2025,航天电器,2020/12/31,117,32,6704.77,-606.14,437016.6,15.63,20.51,19.38,-14.41,-14.18,2.51
1231,2019,亿帆医药,2020/12/31,6,-3,4506.81,2772.1,85313.86,3.7,-7.46,-4.98,-9.17,-4.18,21.12
1232,2014,永新股份,2020/12/31,3,-4,1241.03,-968.8,12174.46,2.46,-6.87,6.4,-9.41,-1.03,8.43
1233,2013,中航机电,2020/12/31,79,-20,47705.23,-5209.38,546224.88,12.28,6.66,3.67,-7.46,3.25,10.13
1234,2010,传化智联,2020/12/31,1,-3,42.14,-138.7,198.48,0.01,-17.2,3.43,-3.64,30.68,4.04
1235,2008,大族激光,2020/12/31,33,27,9923.34,9653.62,424222.99,9.3,9,0.88,20.74,4.79,5.49
1236,2007,华兰生物,2020/12/31,33,-144,10210.14,-5796.04,431276.36,5.61,-1.24,-13.56,-9.74,11.26,-5.36
1237,2003,伟星股份,2020/12/31,1,-6,0.83,-697.5,5.66,0,-11.72,11.12,13.27,-5.92,8.25
1238,2001,新和成,2020/12/31,52,-9,5052.85,2157.95,170179.92,2.35,5.99,13.69,-2.29,12.33,20.24
1239,1979,招商蛇口,2020/12/31,25,2,3843.21,878.91,51076.22,0.49,-9.62,3.97,-7.27,-10.94,10.42
1240,1965,招商公路,2020/12/31,7,0,1321.86,839.63,9107.59,0.68,-3.44,4.91,3.02,-3.9,6.39
1241,1914,招商积余,2020/12/31,21,-24,4815.67,-3364,103681.38,7.22,-6.71,-8.1,-2.74,-11.85,-4.41
1242,1872,招商港口,2020/12/31,2,-1,15.38,-16.1,244.85,0.03,-2.81,9.7,-2.18,-11.34,3.68
1243,175,吉利汽车,2020/12/31,62,39,19096.9,12332.5,425886.48,0,0,0,0,0,0
1244,168,青岛啤酒股份,2020/12/31,16,6,2577.4,-147.6,176142.53,3.7,0,0,0,0,0
1245,999,华润三九,2020/12/31,4,2,53.2,3.86,1326.81,0.05,-8.12,0.93,5.86,1.94,6.44
1246,998,隆平高科,2020/12/31,18,-6,3689.29,-2750.61,73084.77,3.47,15.68,3.28,-8.5,-6.88,12.14
1247,988,华工科技,2020/12/31,12,-12,1641.88,993.58,38075.25,1.63,-5.84,6.96,2.49,-0.85,-5.56
1248,987,越秀金控,2020/12/31,3,-2,18.66,-8.12,271.69,0.01,-10.45,9.53,-7.29,-2.76,-5.13
1249,983,山西焦煤,2020/12/31,19,6,7808.02,3324.8,44037.25,1.91,4.06,24.93,7.47,-14.82,6.54
1250,977,浪潮信息,2020/12/31,19,-16,668.96,-980.53,17981.74,0.46,-3.52,-4.87,0.68,7.65,25.94
1251,976,华铁股份,2020/12/31,1,-3,500.01,-694.7,2631.65,0.31,-14.06,8.17,-7.79,13.38,7.31
1252,975,银泰黄金,2020/12/31,18,-23,4729.02,-2431.85,40716.86,1.7,-3.19,-8.67,-4.59,3.1,13.34
1253,967,盈峰环境,2020/12/31,4,0,339.99,-152.12,2767.56,0.17,-6.48,10.69,3.15,-0.54,10.81
1254,963,华东医药,2020/12/31,8,5,237.49,-143.51,6307.75,0.14,-3.47,4.49,12.52,2.28,31.19
1255,961,中南建设,2020/12/31,50,-27,47698.74,2265.17,421179.87,12.48,-11.1,9.13,-1.44,-13.3,5.81
1256,960,锡业股份,2020/12/31,4,3,1681.35,81.34,18831.07,1.01,2.89,20.33,0.72,12.61,28.24
1257,951,中国重汽,2020/12/31,20,-2,4095.71,-2008.38,128850.93,6.1,-8.67,0.09,6.56,24.28,5.43
1258,938,紫光股份,2020/12/31,9,-4,682.44,-2990.66,13955.85,0.24,-8.36,3.52,-14.01,5.4,8.73
1259,937,冀中能源,2020/12/31,2,-2,287.8,-771.72,1197.25,0.1,6.31,13.23,-7.12,-23.83,8.62
1260,933,神火股份,2020/12/31,25,20,3911.11,3394.27,31210.67,2.06,-7.93,56.3,10.21,-16.02,36.19
1261,932,华菱钢铁,2020/12/31,22,-28,3868.59,-4118.73,18491.88,0.78,-10.81,7.15,1.16,4.3,20.08
1262,921,中邮现金驿站货币A,2020/12/31,19,10,4284.45,2369,61738.97,14.09,-2.99,5.38,17.66,1.06,4.82
1263,921,海信家电,2020/12/31,19,10,4284.45,2369,61738.97,4.75,-2.99,5.38,17.66,1.06,4.82
1264,913,钱江摩托,2020/12/31,7,-5,890.82,206.43,22795.96,1.96,0.92,-9.68,18.92,0.53,10.44
1265,910,大亚圣象,2020/12/31,21,-7,6473.04,78.29,90363.6,11.83,-13.74,3.81,-9.89,-11.83,11.43
1266,902,新洋丰,2020/12/31,48,21,9102.95,754.44,145647.17,7.3,12.84,14.36,2.22,18.52,10.8
1267,898,鞍钢股份,2020/12/31,2,-4,392,-2399.98,1191.68,0.05,-2.74,19.38,2.04,-5.87,16.61
1268,895,双汇发展,2020/12/31,86,-127,23761.95,7551.01,1102960.54,17.68,2.15,-5.33,-5.19,1.57,-0.25
1269,887,中鼎股份,2020/12/31,9,2,821.85,566.25,9623.91,0.67,-8.49,19.27,7.11,-15.24,3.22
1270,878,云南铜业,2020/12/31,8,-3,849.77,100.96,12296.14,0.52,-11.41,27.79,-9.24,-7.94,20.97
1271,877,天山股份,2020/12/31,5,-9,2285,-280.09,34503.51,2.6,-8.14,12.49,-15.44,-1.23,12.55
1272,876,新希望,2020/12/31,18,-47,3398.35,-8285.67,76122.98,0.79,-14.07,-2.3,-2.53,3.47,16.63
1273,869,张裕A,2020/12/31,1,0,39,37.23,1700.4,0.09,13.83,17.38,7.81,-15.81,-13.14
1274,860,顺鑫农业,2020/12/31,106,3,19760.45,1977.63,1433423.3,26.64,14.28,15.18,-8.07,-11.18,-17.67
1275,858,五粮液,2020/12/31,1904,348,58477.6,6933.42,17066687.79,15.41,14.14,5.81,10.49,1.39,0.41
1276,848,承德露露,2020/12/31,3,0,230.04,-94.03,1633.25,0.21,-1.21,6.4,-4.07,-11.47,0.29
1277,830,鲁西化工,2020/12/31,15,-11,7334.35,4919.77,93733.06,5.01,2.13,25.54,11.24,-2.56,39.52
1278,825,太钢不锈,2020/12/31,2,-5,555.78,-628.14,2006.37,0.1,-3.61,7.89,-4.67,0.81,11.29
1279,818,航锦科技,2020/12/31,2,1,20,19.46,419.8,0.03,3.29,7.93,-8.46,-1.21,5.2
1280,800,一汽解放,2020/12/31,4,-10,18.14,-626.46,211.88,0.02,-8.9,4.73,2.84,-8.95,4.84
1281,799,酒鬼酒,2020/12/31,89,40,5546.21,2104.44,867982.57,17.07,39.64,6.64,20.66,16.92,-23.49
1282,792,*ST盐湖,2020/12/31,1,0,153.84,0,1359.93,0.03,0,0,0,0,0
1283,789,万年青,2020/12/31,2,-7,20.56,-654.45,273.45,0.03,-10.53,7.22,-7.36,-11.69,12.69
1284,786,北新建材,2020/12/31,60,19,10168.42,513.85,407245.28,6.02,3.31,16.23,12.14,27.68,-2.01
1285,783,长江证券,2020/12/31,3,-1,292.9,30,2460.37,0.05,-4.77,18.46,-6.06,-10.19,-7.13
1286,778,新兴铸管,2020/12/31,17,10,1456.97,115.12,5361.67,0.37,-4.11,6.8,1.18,-2.11,4.23
1287,776,广发证券,2020/12/31,56,-8,21803.65,-339.21,354963.42,3.68,-3.59,12.92,-2.28,-1.18,0.43
