,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
2798,688321.SH,微芯生物,23.69,-0.33,-1.37,18967.0,44795768.0,3.79,24.2,23.29,24.2,24.02,1.04,0.75,443.11,6.86,9729968645.0,5995768953.0
2799,002595.SZ,豪迈科技,18.65,-0.26,-1.37,17148.0,32208037.0,3.12,19.19,18.6,19.03,18.91,1.38,0.32,14.17,2.29,14920000000.0,9947621410.0
2800,300801.SZ,泰和科技,21.5,-0.3,-1.38,91743.0,194678720.0,5.73,21.88,20.63,21.45,21.8,1.57,10.34,9.3,2.07,4644000000.0,1907001840.0
2801,603985.SH,恒润股份,21.44,-0.3,-1.38,62119.0,134922836.0,3.59,22.14,21.36,21.76,21.74,0.64,2.34,16.45,2.18,7270765839.0,5681428480.0
2802,002161.SZ,远 望 谷,4.28,-0.06,-1.38,76157.0,32680647.0,2.07,4.34,4.25,4.32,4.34,0.82,1.07,-20.59,2.26,3166161672.0,3050074731.0
2803,002058.SZ,*ST威尔,9.97,-0.14,-1.38,5787.0,5731694.0,4.25,10.04,9.61,10.01,10.11,0.85,0.4,261.12,8.01,1430179870.0,1426884277.0
2804,688236.SH,春立医疗,17.8,-0.25,-1.39,2959.0,5294868.0,2.83,18.18,17.67,18.01,18.05,0.97,0.93,21.22,2.77,6840184000.0,566849900.0
2805,000042.SZ,中洲控股,7.83,-0.11,-1.39,27159.0,21067210.0,3.02,7.9,7.66,7.83,7.94,0.69,0.41,25.28,0.65,5205627818.0,5198883252.0
2806,688511.SH,天微电子,35.55,-0.5,-1.39,1657.0,5934020.0,2.86,36.38,35.35,36.37,36.05,1.04,0.97,24.83,3.38,2844000000.0,604350000.0
2807,002011.SZ,盾安环境,7.11,-0.1,-1.39,168862.0,119669457.0,3.61,7.24,6.98,7.14,7.21,1.05,1.84,16.09,3.76,6521378600.0,6514005864.0
2808,600125.SH,铁龙物流,4.97,-0.07,-1.39,223969.0,112244162.0,2.18,5.07,4.96,5.01,5.04,0.59,1.72,19.24,1.01,6488443714.0,6488443714.0
2809,600118.SH,中国卫星,19.88,-0.28,-1.39,57508.0,114007888.0,2.38,20.09,19.61,20.03,20.16,1.13,0.49,100.79,3.9,23507884004.0,23507884004.0
2810,300453.SZ,三鑫医疗,9.92,-0.14,-1.39,38353.0,37951660.0,4.08,10.1,9.69,10.07,10.06,0.99,1.41,20.6,4.34,3908752800.0,2700783557.0
2811,300102.SZ,乾照光电,7.07,-0.1,-1.39,163715.0,116630953.0,3.07,7.22,7.0,7.19,7.17,1.09,2.32,28.83,1.58,6326878034.0,4999239144.0
2812,688296.SH,和达科技,26.13,-0.37,-1.4,4908.0,12749892.0,4.6,26.65,25.43,26.65,26.5,0.55,1.83,28.0,3.88,2806183271.0,701545452.0
2813,002200.SZ,ST云投,7.75,-0.11,-1.4,14423.0,11322280.0,4.07,7.97,7.65,7.65,7.86,0.57,0.78,-19.22,35.66,1427029898.0,1427029898.0
2814,603126.SH,中材节能,6.34,-0.09,-1.4,42469.0,26913075.0,2.49,6.43,6.27,6.42,6.43,0.87,0.7,27.68,2.02,3870570000.0,3870570000.0
2815,300710.SZ,万隆光电,37.32,-0.53,-1.4,6113.0,22955578.0,3.12,38.2,37.02,37.76,37.85,0.66,1.11,81.6,3.81,2560674480.0,2061273914.0
2816,002793.SZ,罗欣药业,7.04,-0.1,-1.4,30833.0,21599117.0,3.64,7.17,6.91,7.06,7.14,1.23,0.62,25.37,2.35,10304372355.0,3478383660.0
2817,000565.SZ,渝三峡Ａ,5.62,-0.08,-1.4,47931.0,26759348.0,3.68,5.72,5.51,5.71,5.7,1.13,1.11,34.19,1.93,2436788276.0,2436788276.0
2818,605169.SH,洪通燃气,16.13,-0.23,-1.41,39533.0,64110377.0,3.0,16.48,15.99,16.25,16.36,0.82,7.6,16.77,2.01,3355040000.0,838760000.0
2819,002065.SZ,东华软件,6.31,-0.09,-1.41,168778.0,106750845.0,2.03,6.41,6.28,6.38,6.4,1.01,0.54,22.29,1.83,20226593786.0,19658693786.0
2820,300980.SZ,祥源新材,29.43,-0.42,-1.41,4515.0,13123619.0,4.79,29.83,28.4,29.0,29.85,1.46,1.33,24.12,2.31,2115959788.0,1000857088.0
2821,300262.SZ,巴安水务,2.8,-0.04,-1.41,43134.0,12095144.0,3.17,2.85,2.76,2.83,2.84,0.72,0.92,-18.01,1.06,1875347597.0,1313261566.0
2822,603012.SH,创力集团,5.59,-0.08,-1.41,75094.0,42136993.0,2.65,5.69,5.54,5.63,5.67,0.96,1.18,11.82,1.15,3558370400.0,3558370400.0
2823,605222.SH,起帆电缆,18.86,-0.27,-1.41,15607.0,29411380.0,3.08,19.29,18.7,18.95,19.13,0.73,1.56,11.53,2.25,7887644363.0,1886448943.0
2824,002153.SZ,石基信息,17.45,-0.25,-1.41,28224.0,49242780.0,3.33,17.78,17.19,17.71,17.7,0.89,0.32,247.14,3.02,26167270627.0,15334655439.0
2825,605001.SH,威奥股份,6.28,-0.09,-1.41,16729.0,10535084.0,2.67,6.39,6.22,6.34,6.37,1.09,0.7,-15.48,0.92,2467324080.0,1503046829.0
2826,603977.SH,国泰集团,9.07,-0.13,-1.41,99414.0,90020984.0,3.59,9.24,8.91,9.06,9.2,0.46,1.71,22.1,2.06,5306159181.0,5271203356.0
2827,603880.SH,南卫股份,5.58,-0.08,-1.41,18479.0,10329968.0,3.18,5.72,5.54,5.72,5.66,1.22,0.64,83.05,2.37,1632004920.0,1612854360.0
2828,000419.SZ,通程控股,5.58,-0.08,-1.41,460570.0,255692260.0,8.66,5.82,5.33,5.58,5.66,1.2,8.48,21.9,1.0,3033191215.0,3031613135.0
2829,300778.SZ,新城市,16.01,-0.23,-1.42,10072.0,16134688.0,3.88,16.38,15.75,16.19,16.24,0.67,1.75,25.14,2.01,2001250000.0,922538226.0
2830,300953.SZ,震裕科技,86.94,-1.25,-1.42,7111.0,61989865.0,3.22,88.86,86.02,87.71,88.19,0.76,1.56,47.55,5.44,8092375200.0,3962725200.0
2831,002009.SZ,天奇股份,13.9,-0.2,-1.42,66136.0,92239427.0,3.12,14.19,13.75,14.0,14.1,0.82,1.79,35.0,2.54,5272262133.0,5142688070.0
2832,688235.SH,百济神州-U,93.11,-1.34,-1.42,6153.0,57312011.0,1.72,94.0,92.38,93.97,94.45,0.88,0.81,-12.75,3.11,124238630545.0,7049224301.0
2833,600479.SH,千金药业,9.71,-0.14,-1.42,141547.0,135585588.0,3.76,9.78,9.41,9.76,9.85,1.08,3.38,13.82,1.9,4173427106.0,4063704106.0
2834,002928.SZ,华夏航空,10.4,-0.15,-1.42,34407.0,35795121.0,3.6,10.6,10.22,10.49,10.55,0.6,0.34,-106.79,2.91,10541103498.0,10541103498.0
2835,300533.SZ,冰川网络,23.56,-0.34,-1.42,109860.0,264833931.0,8.58,25.12,23.07,23.4,23.9,0.84,10.94,-56.58,2.15,3553634904.0,2365898828.0
2836,002827.SZ,高争民爆,9.69,-0.14,-1.42,41253.0,40119441.0,2.95,9.89,9.6,9.84,9.83,0.73,1.49,50.86,3.49,2674440000.0,2674440000.0
2837,000971.SZ,ST高升,2.07,-0.03,-1.43,29688.0,6176184.0,1.9,2.1,2.06,2.1,2.1,0.71,0.35,-19.72,1.79,2170581561.0,1732872930.0
2838,000790.SZ,华神科技,4.83,-0.07,-1.43,109000.0,52826846.0,3.27,4.92,4.76,4.88,4.9,0.84,1.77,58.27,3.12,3022486314.0,2977021524.0
2839,002066.SZ,瑞泰科技,9.65,-0.14,-1.43,30222.0,28890428.0,3.88,9.82,9.44,9.8,9.79,0.97,1.31,30.83,4.01,2229150000.0,2229150000.0
2840,688281.SH,华秦科技,264.33,-3.84,-1.43,2636.0,70675674.0,4.15,274.12,263.0,263.0,268.17,0.72,1.71,75.58,5.04,17622000352.0,4075421966.0
2841,002261.SZ,拓维信息,5.5,-0.08,-1.43,139513.0,77102587.0,2.69,5.6,5.45,5.56,5.58,1.03,1.25,58.67,1.95,6864097207.0,6137830622.0
2842,002469.SZ,三维化学,5.49,-0.08,-1.44,62080.0,34157472.0,2.51,5.59,5.45,5.57,5.57,0.89,1.04,9.44,1.54,3562255839.0,3280713816.0
2843,688326.SH,经纬恒润-W,92.64,-1.35,-1.44,25453.0,242792765.0,7.61,97.85,90.7,91.0,93.99,0.39,10.89,76.04,2.22,11116800000.0,2164667743.0
2844,002056.SZ,横店东磁,14.41,-0.21,-1.44,229981.0,329356368.0,4.38,14.59,13.95,14.49,14.62,0.72,1.43,20.92,3.48,23440920986.0,23115578649.0
2845,603901.SH,永创智能,11.66,-0.17,-1.44,41207.0,47439587.0,5.24,11.87,11.25,11.85,11.83,1.44,0.86,21.81,2.62,5695336456.0,5600905684.0
2846,300699.SZ,光威复材,46.64,-0.68,-1.44,36943.0,173453595.0,4.21,47.99,46.0,47.1,47.32,0.84,0.73,31.88,5.83,24175844000.0,23711057418.0
2847,300931.SZ,通用电梯,8.23,-0.12,-1.44,46204.0,37924325.0,3.35,8.38,8.1,8.33,8.35,1.18,4.42,-29.21,2.53,1976401580.0,859565890.0
2848,601949.SH,中国出版,4.8,-0.07,-1.44,55212.0,26614167.0,2.05,4.88,4.78,4.83,4.87,0.98,0.3,15.78,1.18,8748000000.0,8748000000.0
2849,002452.SZ,长高集团,6.17,-0.09,-1.44,78816.0,48853230.0,2.88,6.3,6.12,6.25,6.26,0.96,1.54,14.97,1.91,3826430914.0,3159226951.0
2850,300644.SZ,南京聚隆,14.39,-0.21,-1.44,8438.0,12186421.0,2.81,14.68,14.27,14.6,14.6,0.99,1.01,27.65,2.06,1563935419.0,1205349800.0
2851,300654.SZ,世纪天鸿,8.22,-0.12,-1.44,17721.0,14635815.0,3.12,8.4,8.14,8.16,8.34,0.61,1.02,56.44,2.36,1741617268.0,1426535321.0
2852,002685.SZ,华东重机,2.74,-0.04,-1.44,87662.0,24064116.0,2.52,2.78,2.71,2.75,2.78,1.28,1.08,-26.99,0.74,2761072356.0,2229963067.0
2853,000897.SZ,津滨发展,2.74,-0.04,-1.44,348422.0,95867088.0,3.6,2.8,2.7,2.73,2.78,0.5,2.15,9.07,2.32,4431325921.0,4431250297.0
2854,300018.SZ,中元股份,5.47,-0.08,-1.44,52148.0,28634576.0,3.06,5.58,5.41,5.55,5.55,0.92,1.29,29.35,2.23,2630148502.0,2215850992.0
2855,603118.SH,共进股份,7.51,-0.11,-1.44,52935.0,39771737.0,3.15,7.64,7.4,7.59,7.62,0.69,0.68,15.04,1.2,5948921323.0,5825757323.0
2856,000960.SZ,锡业股份,18.43,-0.27,-1.44,249045.0,457177840.0,3.42,18.69,18.05,18.4,18.7,0.71,1.49,10.92,1.98,30755548665.0,30755548665.0
2857,600529.SH,山东药玻,21.84,-0.32,-1.44,83837.0,183123315.0,3.61,22.28,21.48,22.03,22.16,1.07,1.41,20.75,2.86,12994095594.0,12994095594.0
2858,002882.SZ,金龙羽,8.19,-0.12,-1.44,15209.0,12460745.0,2.65,8.32,8.1,8.32,8.31,1.17,0.35,15.47,1.78,3545451000.0,3531016125.0
2859,002030.SZ,达安基因,17.05,-0.25,-1.45,153419.0,261132623.0,3.24,17.35,16.79,17.3,17.3,0.59,1.12,6.61,3.26,23928754846.0,23377821333.0
2860,603978.SH,深圳新星,17.73,-0.26,-1.45,13580.0,24210196.0,2.67,18.06,17.58,17.92,17.99,0.83,0.82,71.9,1.94,2942117246.0,2942117246.0
2861,601231.SH,环旭电子,10.91,-0.16,-1.45,53332.0,58303946.0,2.89,11.09,10.77,11.0,11.07,1.05,0.24,12.98,1.9,24115384172.0,23832379077.0
2862,002825.SZ,纳尔股份,13.61,-0.2,-1.45,34523.0,47171812.0,4.2,13.94,13.36,13.8,13.81,0.82,3.04,37.83,2.21,2332731911.0,1545910618.0
2863,300733.SZ,西菱动力,18.35,-0.27,-1.45,16971.0,30951957.0,4.19,18.71,17.93,18.6,18.62,0.83,1.42,157.6,2.4,3158457399.0,2190901241.0
2864,688596.SH,正帆科技,15.62,-0.23,-1.45,17890.0,27937631.0,3.53,15.94,15.38,15.6,15.85,1.09,0.88,22.81,2.14,4006530000.0,3170366767.0
2865,600730.SH,中国高科,5.43,-0.08,-1.45,101056.0,55293870.0,4.9,5.62,5.35,5.38,5.51,0.99,1.72,227.87,1.72,3185542091.0,3185542091.0
2866,002162.SZ,悦心健康,4.75,-0.07,-1.45,223768.0,106921684.0,3.53,4.87,4.7,4.73,4.82,1.02,2.62,95.32,3.44,4400875000.0,4053856625.0
2867,300694.SZ,蠡湖股份,10.17,-0.15,-1.45,14359.0,14643797.0,2.03,10.32,10.11,10.14,10.32,0.68,0.69,-116.82,1.8,2189773656.0,2119329534.0
2868,605111.SH,新洁能,128.11,-1.89,-1.45,45268.0,585760192.0,6.85,133.9,125.0,128.0,130.0,0.87,4.46,40.7,10.86,18296798310.0,13000295336.0
2869,300493.SZ,润欣科技,6.1,-0.09,-1.45,36703.0,22580939.0,2.75,6.25,6.08,6.19,6.19,0.76,0.77,51.45,3.37,3083788797.0,2910120668.0
2870,300450.SZ,先导智能,44.68,-0.66,-1.46,102777.0,463298000.0,2.93,45.83,44.5,45.0,45.34,0.9,0.71,50.43,7.11,69869079580.0,64821875940.0
2871,002683.SZ,广东宏大,24.35,-0.36,-1.46,62732.0,153137072.0,2.43,24.7,24.1,24.64,24.71,0.49,0.97,110.8,3.23,18232316300.0,15703969723.0
2872,600739.SH,辽宁成大,14.2,-0.21,-1.46,118918.0,167949426.0,3.61,14.39,13.87,14.25,14.41,1.98,0.78,10.06,0.78,21721879387.0,21721879387.0
2873,601799.SH,星宇股份,116.26,-1.72,-1.46,15755.0,187277135.0,6.58,123.44,115.68,116.22,117.98,0.88,0.55,34.98,4.23,33213089253.0,33213089253.0
2874,300211.SZ,亿通科技,8.11,-0.12,-1.46,22501.0,18237102.0,4.13,8.31,7.97,8.23,8.23,1.14,0.76,86.24,5.04,2454702141.0,2408478823.0
2875,300673.SZ,佩蒂股份,15.52,-0.23,-1.46,31618.0,48995147.0,4.38,15.99,15.3,15.99,15.75,0.97,1.94,34.44,2.34,3932941824.0,2535443424.0
2876,300413.SZ,芒果超媒,28.33,-0.42,-1.46,100648.0,281114912.0,4.07,28.56,27.39,28.4,28.75,1.09,0.99,26.11,3.03,52997520689.0,28944759810.0
2877,605588.SH,冠石科技,30.99,-0.46,-1.46,3138.0,9791572.0,2.77,31.68,30.81,31.4,31.45,1.27,1.72,25.29,2.52,2265355395.0,566342250.0
2878,600825.SH,新华传媒,4.04,-0.06,-1.46,88142.0,35744921.0,2.93,4.13,4.01,4.1,4.1,1.15,0.84,126.35,1.62,4221346914.0,4221346914.0
2879,300766.SZ,每日互动,12.12,-0.18,-1.46,58019.0,70899511.0,3.82,12.5,12.03,12.17,12.3,0.85,1.69,42.51,2.87,4849212000.0,4153048096.0
2880,002883.SZ,中设股份,10.1,-0.15,-1.46,18353.0,18552367.0,3.41,10.3,9.95,10.2,10.25,0.79,2.1,23.72,2.26,1315604305.0,880724464.0
2881,600573.SH,惠泉啤酒,10.77,-0.16,-1.46,150447.0,162824970.0,4.94,11.14,10.6,10.73,10.93,0.9,6.02,49.77,2.26,2692500000.0,2692500000.0
2882,002361.SZ,神剑股份,4.03,-0.06,-1.47,43415.0,17556064.0,2.69,4.1,3.99,4.09,4.09,1.15,0.65,30.02,1.61,3943644942.0,2694375913.0
2883,600880.SH,博瑞传播,5.36,-0.08,-1.47,324101.0,172964572.0,3.13,5.42,5.25,5.34,5.44,0.61,2.97,77.38,1.98,5860260013.0,5858641738.0
2884,600010.SH,包钢股份,2.01,-0.03,-1.47,3610533.0,723379280.0,2.94,2.03,1.97,2.02,2.04,0.81,1.14,31.96,1.66,91625915622.0,63671195290.0
2885,300305.SZ,裕兴股份,10.72,-0.16,-1.47,31414.0,33891619.0,3.31,10.99,10.63,10.86,10.88,1.42,1.35,12.83,1.7,3095432160.0,2493421820.0
2886,002992.SZ,宝明科技,12.06,-0.18,-1.47,10745.0,13088883.0,4.82,12.48,11.89,12.19,12.24,1.35,1.36,-10.84,1.64,2162951774.0,951042374.0
2887,600487.SH,亨通光电,10.7,-0.16,-1.47,221998.0,238794234.0,2.49,10.9,10.63,10.69,10.86,1.03,0.97,14.41,1.23,25275652200.0,24412089943.0
2888,600516.SH,方大炭素,7.34,-0.11,-1.48,452455.0,332120560.0,2.82,7.45,7.24,7.4,7.45,0.96,1.19,25.76,1.89,27935822501.0,27935822501.0
2889,600549.SH,厦门钨业,16.01,-0.24,-1.48,111346.0,178229784.0,2.89,16.29,15.82,16.13,16.25,1.43,0.79,19.24,2.53,22709531792.0,22510799662.0
2890,002151.SZ,北斗星通,30.01,-0.45,-1.48,34977.0,104861921.0,2.17,30.37,29.71,30.18,30.46,1.16,0.86,75.88,3.47,15371121910.0,12236226803.0
2891,603712.SH,七一二,29.31,-0.44,-1.48,31005.0,90936501.0,3.33,29.9,28.91,29.46,29.75,0.79,0.4,32.88,6.26,22627320000.0,22627320000.0
2892,300997.SZ,欢乐家,13.31,-0.2,-1.48,73471.0,98523158.0,4.74,13.84,13.2,13.42,13.51,0.7,8.16,32.58,5.07,5989500000.0,1197900000.0
2893,603159.SH,上海亚虹,13.3,-0.2,-1.48,7290.0,9685093.0,4.74,13.66,13.02,13.46,13.5,0.6,0.52,49.47,4.02,1862000000.0,1862000000.0
2894,002899.SZ,英派斯,13.3,-0.2,-1.48,40764.0,54443249.0,7.04,13.98,13.03,13.7,13.5,1.89,3.4,42.56,1.44,1596000000.0,1595985038.0
2895,300607.SZ,拓斯达,9.97,-0.15,-1.48,31007.0,31153537.0,3.36,10.24,9.9,10.12,10.12,0.88,1.09,24.07,1.92,4251903766.0,2845139708.0
2896,300232.SZ,洲明科技,5.98,-0.09,-1.48,105911.0,63604299.0,3.29,6.11,5.91,6.0,6.07,1.51,1.21,23.67,1.41,6542655072.0,5222192071.0
2897,000811.SZ,冰轮环境,9.29,-0.14,-1.48,85275.0,79361628.0,3.08,9.46,9.17,9.45,9.43,0.85,1.14,23.03,1.46,6928833199.0,6928681438.0
2898,300959.SZ,线上线下,34.5,-0.52,-1.48,3401.0,11737867.0,3.63,35.19,33.92,35.03,35.02,1.12,0.91,31.19,2.47,2760000000.0,1282544262.0
2899,300145.SZ,中金环境,2.65,-0.04,-1.49,119322.0,31663788.0,1.86,2.68,2.63,2.66,2.69,0.92,0.69,24.2,1.71,5097111325.0,4604508420.0
2900,603822.SH,嘉澳环保,37.08,-0.56,-1.49,10130.0,37851018.0,5.45,38.59,36.54,37.75,37.64,0.86,1.4,24.2,3.04,2720378056.0,2689066926.0
2901,301029.SZ,怡合达,56.28,-0.85,-1.49,2530.0,14016179.0,4.87,57.0,54.22,57.0,57.13,0.8,0.7,55.04,10.38,22512562800.0,2026586520.0
2902,000753.SZ,漳州发展,3.31,-0.05,-1.49,102157.0,33931000.0,2.98,3.37,3.27,3.36,3.36,0.73,1.03,24.69,1.25,3281802345.0,3281802345.0
2903,300007.SZ,汉威科技,15.21,-0.23,-1.49,54134.0,82831265.0,2.66,15.56,15.15,15.54,15.44,0.84,1.93,18.75,2.04,4933928628.0,4266230876.0
2904,002792.SZ,通宇通讯,12.56,-0.19,-1.49,8721.0,11061925.0,2.51,12.87,12.55,12.77,12.75,0.86,0.49,122.81,1.87,5049835493.0,2228181743.0
2905,688189.SH,南新制药,16.51,-0.25,-1.49,7410.0,12268996.0,2.33,16.79,16.4,16.79,16.76,0.8,0.74,-13.13,1.67,2311400000.0,1651000000.0
2906,605018.SH,长华股份,19.78,-0.3,-1.49,41547.0,82923050.0,6.23,20.8,19.55,20.35,20.08,0.83,9.97,61.27,3.4,9266660062.0,824430400.0
2907,000547.SZ,航天发展,9.89,-0.15,-1.49,183479.0,181596279.0,2.89,10.07,9.78,10.04,10.04,0.94,1.49,26.39,1.79,15860445758.0,12184350342.0
2908,000766.SZ,通化金马,4.61,-0.07,-1.5,77273.0,35518189.0,3.85,4.69,4.51,4.6,4.68,0.48,1.09,126.31,1.93,4455540599.0,3259250269.0
2909,688136.SH,科兴制药,27.0,-0.41,-1.5,29847.0,82809042.0,7.48,28.75,26.7,27.8,27.41,0.66,4.6,55.62,2.81,5364917550.0,1753252857.0
2910,002115.SZ,三维通信,3.95,-0.06,-1.5,79228.0,31415615.0,3.24,4.04,3.91,3.97,4.01,1.27,1.34,40.29,1.07,3228537457.0,2343857217.0
2911,002913.SZ,奥士康,64.51,-0.98,-1.5,11515.0,74994437.0,4.11,66.49,63.8,66.49,65.49,1.12,0.87,17.38,2.83,10383592046.0,8522152899.0
2912,688786.SH,悦安新材,36.2,-0.55,-1.5,2575.0,9377020.0,4.05,37.28,35.79,36.45,36.75,1.04,1.42,34.9,5.1,3092956960.0,657253354.0
2913,002139.SZ,拓邦股份,8.51,-0.13,-1.5,219754.0,188941130.0,4.05,8.78,8.43,8.57,8.64,0.99,2.14,28.43,2.13,10696883393.0,8755455675.0
2914,002010.SZ,传化智联,5.89,-0.09,-1.51,270900.0,159676353.0,4.18,6.0,5.75,5.98,5.98,0.81,0.92,14.49,1.17,18090880098.0,17419491314.0
2915,002190.SZ,成飞集成,23.55,-0.36,-1.51,24795.0,58796402.0,2.8,24.05,23.38,23.94,23.91,1.01,0.69,151.59,1.56,8448076028.0,8448076028.0
2916,688011.SH,新光光电,22.16,-0.34,-1.51,3111.0,6907222.0,2.93,22.66,22.0,22.5,22.5,0.88,0.74,1213.88,1.8,2216000000.0,926986993.0
2917,000631.SZ,顺发恒业,3.25,-0.05,-1.52,57833.0,18878846.0,2.73,3.32,3.23,3.31,3.3,0.61,0.24,47.45,1.26,7905687296.0,7905687296.0
2918,603676.SH,卫信康,7.79,-0.12,-1.52,21119.0,16508659.0,2.78,7.94,7.72,7.91,7.91,0.87,0.5,30.92,3.25,3395809010.0,3295170000.0
2919,300162.SZ,雷曼光电,6.49,-0.1,-1.52,46599.0,30380810.0,3.03,6.62,6.42,6.58,6.59,0.76,1.76,70.77,3.51,2268320095.0,1714687199.0
2920,002004.SZ,华邦健康,5.19,-0.08,-1.52,194613.0,100633000.0,2.85,5.26,5.11,5.25,5.27,1.01,1.06,15.34,1.02,10275780601.0,9563829963.0
2921,600386.SH,北巴传媒,3.88,-0.06,-1.52,58188.0,22620826.0,3.05,3.96,3.84,3.95,3.94,0.88,0.72,23.57,1.7,3128832000.0,3128832000.0
2922,002171.SZ,楚江新材,7.76,-0.12,-1.52,104523.0,81454473.0,2.92,7.91,7.68,7.88,7.88,1.0,0.83,18.26,1.74,10355954018.0,9773090175.0
2923,002553.SZ,南方精工,8.4,-0.13,-1.52,16855.0,14194481.0,2.81,8.54,8.3,8.52,8.53,0.67,0.72,14.9,2.42,2923200000.0,1968071288.0
2924,300330.SZ,华虹计通,9.04,-0.14,-1.53,44158.0,40006317.0,3.38,9.24,8.93,9.04,9.18,0.93,2.63,152.2,3.99,1547267416.0,1518309394.0
2925,002540.SZ,亚太科技,4.52,-0.07,-1.53,147532.0,66757723.0,3.7,4.63,4.46,4.54,4.59,0.86,1.65,15.52,1.19,5742793340.0,4045627582.0
2926,300342.SZ,天银机电,9.03,-0.14,-1.53,30072.0,27212146.0,3.27,9.21,8.91,9.21,9.17,0.9,0.73,38.52,2.5,3838067070.0,3732311070.0
2927,688185.SH,康希诺,169.61,-2.63,-1.53,19253.0,328417584.0,4.95,175.53,167.01,171.65,172.24,1.09,2.88,21.92,5.25,41969977369.0,11332781674.0
2928,300417.SZ,南华仪器,9.66,-0.15,-1.53,8516.0,8242143.0,3.36,9.83,9.5,9.71,9.81,1.25,1.03,83.43,2.66,1323500912.0,795772939.0
2929,002391.SZ,长青股份,7.08,-0.11,-1.53,69949.0,49685838.0,3.34,7.24,7.0,7.16,7.19,0.74,1.51,14.46,1.01,4629644214.0,3269347962.0
2930,002090.SZ,金智科技,7.08,-0.11,-1.53,35141.0,24991585.0,3.34,7.25,7.01,7.14,7.19,0.6,0.88,19.74,2.28,2862195747.0,2827730668.0
2931,300298.SZ,三诺生物,15.4,-0.24,-1.53,35892.0,55880161.0,4.86,16.06,15.3,15.77,15.64,1.62,0.79,33.3,3.26,8697433252.0,7020343099.0
2932,300230.SZ,永利股份,3.85,-0.06,-1.53,102102.0,39465739.0,2.56,3.92,3.82,3.91,3.91,0.68,1.86,14.85,1.36,3142393258.0,2117866766.0
2933,300583.SZ,赛托生物,20.53,-0.32,-1.53,7368.0,15290057.0,4.84,21.5,20.49,20.83,20.85,0.72,0.71,52.29,1.31,2201895201.0,2143063919.0
2934,688777.SH,中控技术,62.13,-0.97,-1.54,13847.0,86674966.0,2.92,63.45,61.61,62.49,63.1,0.81,0.51,53.07,6.66,30867612990.0,16904238945.0
2935,688336.SH,三生国健,15.36,-0.24,-1.54,4611.0,7122992.0,3.14,15.79,15.3,15.62,15.6,1.01,0.65,524.13,2.08,9465007304.0,1093969582.0
2936,600645.SH,中源协和,21.12,-0.33,-1.54,66875.0,140410412.0,3.03,21.3,20.65,21.3,21.45,0.94,1.43,68.97,2.89,9883080557.0,9866163395.0
2937,600745.SH,闻泰科技,65.26,-1.02,-1.54,114810.0,753977136.0,3.29,66.76,64.58,65.14,66.28,0.91,1.23,29.88,2.59,81336083466.0,61131428754.0
2938,002158.SZ,汉钟精机,15.35,-0.24,-1.54,37625.0,58124023.0,2.95,15.66,15.2,15.5,15.59,1.04,0.71,16.86,3.14,8208015534.0,8187273201.0
2939,300124.SZ,汇川技术,50.43,-0.79,-1.54,120944.0,610830848.0,3.89,51.5,49.51,50.86,51.22,0.99,0.53,37.61,8.18,132891763094.0,114850503616.0
2940,002768.SZ,国恩股份,20.41,-0.32,-1.54,21419.0,43530923.0,4.82,20.99,19.99,20.4,20.73,1.47,1.21,8.41,1.58,5536212500.0,3607429231.0
2941,688092.SH,爱科科技,25.51,-0.4,-1.54,1526.0,3898719.0,2.97,25.95,25.18,25.91,25.91,0.57,0.58,28.35,2.89,1509130580.0,671740060.0
2942,600597.SH,光明乳业,11.46,-0.18,-1.55,104762.0,119713387.0,3.44,11.62,11.22,11.6,11.64,1.0,0.86,26.67,2.01,15799224290.0,14030501023.0
2943,300917.SZ,特发服务,31.82,-0.5,-1.55,67128.0,218288286.0,7.18,33.36,31.04,32.04,32.32,0.65,10.08,36.36,4.96,4136600000.0,2120007500.0
2944,002887.SZ,绿茵生态,8.27,-0.13,-1.55,10653.0,8852324.0,1.67,8.39,8.25,8.37,8.4,1.05,0.64,14.82,1.26,2580240000.0,1368797968.0
2945,002285.SZ,世联行,3.18,-0.05,-1.55,431330.0,138915516.0,3.72,3.28,3.16,3.2,3.23,0.59,2.14,-5.73,1.75,6466781449.0,6405927741.0
2946,000915.SZ,华特达因,34.96,-0.55,-1.55,46080.0,161556208.0,4.53,36.0,34.39,35.8,35.51,0.54,1.97,13.13,3.7,8192228716.0,8185486854.0
2947,603697.SH,有友食品,14.61,-0.23,-1.55,35276.0,51253225.0,5.59,14.92,14.09,14.52,14.84,1.0,3.92,18.64,2.42,4515156216.0,1313481690.0
2948,002519.SZ,银河电子,3.81,-0.06,-1.55,75834.0,28942397.0,2.84,3.87,3.76,3.86,3.87,1.28,0.75,22.82,1.46,4291701721.0,3865064433.0
2949,600861.SH,北京城乡,19.67,-0.31,-1.55,28916.0,57220181.0,3.25,20.17,19.52,19.8,19.98,0.52,0.91,-98.06,2.83,6231553347.0,6231553347.0
2950,300327.SZ,中颖电子,57.1,-0.9,-1.55,59177.0,341656016.0,4.67,59.49,56.78,57.42,58.0,1.15,1.93,34.57,12.31,17754948194.0,17526572062.0
